chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual_sequence_residual	residual_multimodal_residual	residual_atac_residual
chr12	113093086	1.0986123	3.724687	-2.6260748	accessible_not_acetylated	-0.44115806	-0.8769226	-0.73352957	-0.82350826	-0.092717886
chr18	37485377	0.6931472	3.3155732	-2.622426	accessible_not_acetylated	0.66934204	-0.7810054	-0.26830316	-0.7904253	-0.012615442
chr6	166627491	1.9459102	4.56651	-2.6206	accessible_not_acetylated	-0.9094403	-1.4546702	-1.271199	-1.3051138	-0.116984844
chr7	1369090	1.609438	4.2294726	-2.6200347	accessible_not_acetylated	-2.5548322	-2.3642974	-1.6776872	-2.0698059	0.032220364
chr6	132819707	2.8332133	5.452028	-2.6188145	accessible_not_acetylated	-2.699036	-0.11067724	0.3169098	-0.039659977	-0.10308981
chr12	123151133	2.5649493	5.1828036	-2.6178544	accessible_not_acetylated	-3.372449	-1.2897325	-1.0141172	-0.80932283	-0.12592268
chr8	106270388	2.8332133	5.4509134	-2.6177	accessible_not_acetylated	-2.5199065	-1.6386454	-1.1939721	-0.8886862	-0.10688448
chr10	113679718	2.0794415	4.6916738	-2.6122322	accessible_not_acetylated	-2.337301	-1.5964007	-1.0746746	-1.0306401	-0.034997463
chr7	28179871	0.0	2.60998	-2.60998	accessible_not_acetylated	-1.1330339	-1.0365067	-0.92426395	-0.930797	0.022440195
chr20	59515199	0.0	2.6071167	-2.6071167	accessible_not_acetylated	-0.33178115	-0.6872971	-0.53540444	-0.73111916	-0.0049824715
chr6	31529102	2.4849067	5.089104	-2.6041975	accessible_not_acetylated	-2.205272	0.01146698	-0.14511967	0.21838379	-0.073133945
chr22	15775829	0.0	2.604064	-2.604064	accessible_not_acetylated	-1.1016908	-0.93688416	-0.87302995	-0.24785781	0.0168159
chr6	42453255	2.0794415	4.6827536	-2.603312	accessible_not_acetylated	-0.99482584	-1.5244505	-0.93970156	-1.7283187	-0.010757923
chr8	93917760	1.3862944	3.9857275	-2.5994332	accessible_not_acetylated	-1.387723	-1.5167751	-0.75275517	-0.9694483	-0.014465809
chr22	32207053	0.0	2.5967593	-2.5967593	accessible_not_acetylated	0.37991166	-0.85900605	-0.49730682	-0.6092794	0.04033923
chr17	50596800	0.0	2.595791	-2.595791	accessible_not_acetylated	-0.70234156	-0.7502531	-0.50861454	-0.59970856	-0.023145199
chr7	520271	1.7917595	4.3820233	-2.5902638	accessible_not_acetylated	-2.3581743	-1.3585987	-1.2990403	-1.6467209	0.058596134
chr17	78353227	1.7917595	4.374475	-2.5827155	accessible_not_acetylated	-1.8996463	-1.3595314	-0.54821825	-0.6483793	-0.10791063
chr20	50794904	2.0794415	4.6619906	-2.582549	accessible_not_acetylated	-2.1077652	-2.3366654	-1.2110627	-2.1488028	-0.058662415
chr8	12951510	0.0	2.5820663	-2.5820663	accessible_not_acetylated	0.94690967	-1.3739324	-0.76538	-1.0731179	0.023426294
chr17	44759172	0.6931472	3.272389	-2.5792418	accessible_not_acetylated	-1.8135265	-2.1726785	-1.3981863	-1.7407001	-0.038787603
chr7	151632095	2.7080503	5.2858763	-2.577826	accessible_not_acetylated	-2.6836402	-1.3516002	-0.7883897	-0.5992441	0.05141735
chr12	57238438	2.7080503	5.2827044	-2.574654	accessible_not_acetylated	-1.441514	-0.2598796	-0.47876596	0.017359734	-0.13854551
chr7	144195698	0.0	2.5731995	-2.5731995	accessible_not_acetylated	0.09083772	-0.38258815	-0.3873036	-0.6545284	0.049992323
chr10	50152889	0.6931472	3.2642167	-2.5710695	accessible_not_acetylated	-1.3364434	-1.4744238	-0.5037737	-1.170409	0.0033175945
chr10	86400237	1.9459102	4.5166903	-2.57078	accessible_not_acetylated	-2.133555	-1.2014449	-1.0799301	-1.5379398	-0.020857334
chr10	71964338	0.0	2.5672195	-2.5672195	accessible_not_acetylated	-0.75400853	-1.8327413	-1.4450661	-1.8569094	0.006145239
chr10	79382072	0.6931472	3.2584949	-2.5653477	accessible_not_acetylated	-0.8915534	-0.7535062	-0.45930243	-0.8107033	-0.0045671463
chr17	82698772	2.3025851	4.8673625	-2.5647774	accessible_not_acetylated	-2.548116	-1.807404	-1.0489252	-1.2737565	-0.12967396
chr20	40689702	0.6931472	3.256601	-2.563454	accessible_not_acetylated	0.0375762	-0.99253845	-0.7854719	-1.2890012	-0.01654172
chr6	138692807	1.3862944	3.9485035	-2.5622091	accessible_not_acetylated	-1.250005	-2.2194684	-1.8001525	-1.9240551	0.0061295033
chr6	32014794	0.0	2.5604854	-2.5604854	accessible_not_acetylated	0.02562213	-0.059962034	-0.044077158	0.22233176	0.020822048
chr17	38417135	2.0794415	4.6391897	-2.5597482	accessible_not_acetylated	-1.5424712	-0.3283887	-0.17337322	-0.4296198	-0.11737442
chr8	92875736	2.4849067	5.0442753	-2.5593686	accessible_not_acetylated	-3.5375304	-0.6465478	-0.06562376	-0.54560995	-0.032669544
chr10	80144261	1.3862944	3.9416285	-2.555334	accessible_not_acetylated	-1.726763	-0.8664541	-0.8569064	-1.1923413	-0.021882534
chr17	50912023	0.0	2.5535932	-2.5535932	accessible_not_acetylated	-0.011606693	-0.18788624	0.080421686	0.00602746	0.017623663
chr10	30368355	0.0	2.5512168	-2.5512168	accessible_not_acetylated	-1.0482374	-0.9176867	-0.5895369	-0.6706259	0.013436317
chr12	108598138	0.0	2.5473247	-2.5473247	accessible_not_acetylated	0.50543404	-0.30385733	-0.46715832	-0.111474514	-0.02008748
chr8	80171446	1.3862944	3.9336162	-2.5473218	accessible_not_acetylated	-1.6225092	-1.2131703	-0.56730247	-1.3593836	-0.00041246414
chr7	76260543	1.9459102	4.492668	-2.546758	accessible_not_acetylated	-1.5537469	-1.6881952	-1.3666091	-1.3146362	0.026311874
chr21	10342257	2.6390574	5.184948	-2.5458906	accessible_not_acetylated	-1.8755972	-0.03249073	-0.40597582	0.21793413	-0.05434847
chr12	123973083	2.7080503	5.253692	-2.545642	accessible_not_acetylated	-1.3954554	-1.0273147	-0.7592788	-0.34563208	-0.1625762
chr10	25175360	0.0	2.5448813	-2.5448813	accessible_not_acetylated	-0.35603333	-1.3299811	-0.75140285	-1.2706156	0.019943476
chr20	29328080	0.0	2.542024	-2.542024	accessible_not_acetylated	-0.0608871	-0.12887192	-0.2749827	-0.4909308	-0.11847854
chr6	116060560	1.7917595	4.33336	-2.5416007	accessible_not_acetylated	0.06323671	0.020442486	0.2206068	0.3415575	0.0065779686
chr12	132173287	0.0	2.540185	-2.540185	accessible_not_acetylated	-0.75017226	-1.0617164	-0.94827914	-0.92666674	0.011035204
chr10	86366697	0.0	2.5398555	-2.5398555	accessible_not_acetylated	-1.0613899	-1.7899463	-1.1574284	-1.7800931	0.0067133904
chr21	36747565	0.6931472	3.2327635	-2.5396163	accessible_not_acetylated	-0.55944896	-1.6254466	-1.0722256	-1.0858476	0.017987967
chr22	21417697	3.0910425	5.6276817	-2.5366392	accessible_not_acetylated	-2.7195559	-0.99260235	-0.97603464	-0.4215455	-0.04713583
chr18	58671345	2.1972246	4.7338433	-2.5366187	accessible_not_acetylated	-0.89408827	-1.7384048	-0.8762672	-1.5473552	-0.0151968
chr12	56146397	2.3978953	4.9293838	-2.5314884	accessible_not_acetylated	-2.1362317	-0.5041089	-0.29965544	-0.44570875	-0.13844585
chr10	84156163	1.9459102	4.474168	-2.5282576	accessible_not_acetylated	-2.64997	0.031591415	0.036955357	-0.10446787	-0.025746346
chr18	59265678	0.0	2.5267308	-2.5267308	accessible_not_acetylated	1.5382507	-0.5288962	-0.2879579	-0.6978018	0.0048446655
chr12	25958784	1.0986123	3.6246166	-2.5260043	accessible_not_acetylated	-1.3487318	-1.5688825	-0.8457632	-0.8217797	-0.09243679
chr20	56630243	0.0	2.5259676	-2.5259676	accessible_not_acetylated	0.61062336	-1.0856962	-0.65491605	-1.2155707	0.007465601
chr7	124765794	1.9459102	4.4694457	-2.5235355	accessible_not_acetylated	-0.8143463	-0.6205468	-0.6772878	-0.6742294	0.043903828
chr8	37479466	0.0	2.522091	-2.522091	accessible_not_acetylated	0.21725512	-0.69949055	-0.31119418	-0.42785	0.019363403
chr10	84156988	2.4849067	5.005699	-2.5207925	accessible_not_acetylated	-2.9343379	0.26816273	0.28242493	0.63253975	-0.016310215
chr7	65562731	0.0	2.5201058	-2.5201058	accessible_not_acetylated	-0.49443865	0.14771652	0.0046772957	0.47538638	-0.01028347
chr8	144467861	2.0794415	4.593881	-2.5144396	accessible_not_acetylated	-2.4392319	-1.4372642	-1.3362465	-1.3650308	-0.09451246
chr12	114684517	2.5649493	5.0788407	-2.5138915	accessible_not_acetylated	-2.3154254	-0.97978973	-0.71165085	-0.4565711	-0.112104416
chr22	45978755	0.6931472	3.2042437	-2.5110965	accessible_not_acetylated	-0.6175771	-1.2715161	-1.1164961	-1.30699	0.03715968
chr7	152823547	0.0	2.5100763	-2.5100763	accessible_not_acetylated	-0.22300482	-0.0019962788	0.281152	0.29143214	0.022097826
chr22	26756824	0.0	2.5089035	-2.5089035	accessible_not_acetylated	-0.0862267	-1.283183	-0.5469773	-0.5999063	0.0329988
chr7	88759448	2.3025851	4.8107395	-2.5081544	accessible_not_acetylated	-2.5562127	-1.1931143	-1.0340703	-1.30863	0.057673454
chr21	44534359	0.6931472	3.201266	-2.5081189	accessible_not_acetylated	-0.7839322	-2.1227639	-0.3783393	-0.6163523	0.047477245
chr20	62813762	0.0	2.5078933	-2.5078933	accessible_not_acetylated	-0.82769954	-0.7107072	-1.0921938	-0.8790493	0.017196178
chr18	37394156	1.3862944	3.8923132	-2.5060189	accessible_not_acetylated	-1.073401	-1.6010716	-0.8610594	-1.1721234	-0.00710392
chr20	57118392	0.0	2.5045276	-2.5045276	accessible_not_acetylated	-0.5796343	-1.223478	-1.5733957	-0.9486098	-0.060925484
chr6	149864214	3.218876	5.7221007	-2.5032248	accessible_not_acetylated	-1.9096072	-1.4842334	-1.4548788	-1.0250449	-0.1078434
chr12	46357721	2.7080503	5.210373	-2.5023227	accessible_not_acetylated	-2.342982	0.23779583	0.20836687	-0.3405633	-0.12893295
chr6	11537509	2.5649493	5.0654564	-2.500507	accessible_not_acetylated	-1.1420219	-0.96597004	-1.0624919	-0.7638459	-0.062681675
chr8	144332722	2.5649493	5.0640225	-2.4990733	accessible_not_acetylated	-0.8398385	-1.7699845	-0.75687075	-1.1908126	-0.069088936
chr17	42180305	1.3862944	3.8853416	-2.4990473	accessible_not_acetylated	-0.22164011	-0.61478615	-0.48021388	-0.34581995	-0.08419466
chr7	75156829	2.6390574	5.1351337	-2.4960763	accessible_not_acetylated	-1.3525815	-0.15660429	-1.2375793	-0.80021286	-0.037691116
chr21	43427132	0.0	2.4958055	-2.4958055	accessible_not_acetylated	0.67694736	0.07342887	-1.0593524	-0.341928	0.015133381
chr8	19757596	1.7917595	4.2860546	-2.4942951	accessible_not_acetylated	-1.4749131	-1.574161	-0.82024264	-1.0595169	-0.057767868
chr7	56175229	0.0	2.4938657	-2.4938657	accessible_not_acetylated	2.219673	-1.1626475	-0.6221194	-1.318044	0.03381014
chr10	132186860	0.0	2.4934456	-2.4934456	accessible_not_acetylated	0.33283305	-1.7379737	-1.2443728	-1.3771459	0.006481886
chr10	25934072	0.0	2.4899068	-2.4899068	accessible_not_acetylated	1.1075516	-1.1702555	-0.8857857	-1.1337088	0.01129508
chr17	49058621	0.0	2.4873314	-2.4873314	accessible_not_acetylated	-0.34008503	-0.21636438	-0.08598447	-0.19487238	0.01490593
chr12	51848085	0.0	2.4849024	-2.4849024	accessible_not_acetylated	-0.09253836	-1.4062809	-1.1861968	-1.1745051	0.0044937134
chr17	61463832	0.0	2.4837627	-2.4837627	accessible_not_acetylated	0.35091686	-0.7124734	-0.83113015	-0.45618343	0.010215044
chr17	44775760	2.8332133	5.316961	-2.4837475	accessible_not_acetylated	-2.8146574	-1.2586293	-1.4207597	-1.3366091	-0.14162588
chr17	38257303	2.4849067	4.967673	-2.4827662	accessible_not_acetylated	-1.4883525	-0.47043896	-0.7196741	-0.3896513	-0.13463402
chr17	79097615	0.0	2.4758925	-2.4758925	accessible_not_acetylated	0.97052336	-0.9623164	-0.77012444	-0.9453962	0.007648468
chr6	147508643	2.0794415	4.5552206	-2.475779	accessible_not_acetylated	-1.6565473	-1.9813919	-0.9112718	-1.4479032	-0.012084484
chr22	50485405	1.0986123	3.5743809	-2.4757686	accessible_not_acetylated	-1.1988943	-0.17096901	-0.38166404	-0.2649052	0.07608557
chr20	3670808	0.0	2.474649	-2.474649	accessible_not_acetylated	-0.66752017	-0.9789275	-0.63111544	-0.616029	0.0057411194
chr8	130443522	1.0986123	3.5690827	-2.4704704	accessible_not_acetylated	-0.685673	-1.6087766	-0.8341923	-1.7835519	-0.0064840317
chr20	64328036	2.5649493	5.034647	-2.4696977	accessible_not_acetylated	-2.9589713	-1.0440221	-1.1291845	-0.8031535	-0.17880726
chr20	21100374	1.9459102	4.4119406	-2.4660304	accessible_not_acetylated	-0.4404931	-0.7879195	-0.4620483	-0.4781592	-0.028465748
chr6	43619318	2.6390574	5.104911	-2.4658535	accessible_not_acetylated	-2.537934	-1.0156622	-0.1806302	-0.9262495	-0.043554306
chr6	18277356	0.0	2.4647682	-2.4647682	accessible_not_acetylated	0.5913718	-1.255692	-0.8256582	-1.124466	0.016233444
chr8	81112083	1.0986123	3.5630207	-2.4644084	accessible_not_acetylated	-0.90443444	-1.5294161	-0.90344214	-1.2399457	-0.005560875
chr21	41746097	0.0	2.4606557	-2.4606557	accessible_not_acetylated	0.08384156	-0.57727146	-0.41168642	-0.27393174	0.020395994
chr7	94658264	1.0986123	3.5575185	-2.4589062	accessible_not_acetylated	-1.077488	0.029206276	-1.7610857	-1.752503	-0.052143574
chr8	100917349	1.609438	4.0665336	-2.4570956	accessible_not_acetylated	-1.2305753	-0.06965685	-0.06648302	-0.026034355	-0.035512447
chr17	70168847	1.7917595	4.246391	-2.4546313	accessible_not_acetylated	-0.5853038	-1.3431516	-0.65844274	-1.1928637	-0.08387232
chr7	74967115	2.6390574	5.0935106	-2.4544532	accessible_not_acetylated	-1.7446105	0.41073036	0.27374506	1.1086478	0.036576748
chr10	71212534	2.1972246	4.651106	-2.4538813	accessible_not_acetylated	-1.8300767	-1.2147064	-0.71923304	-0.7976241	-0.027623653
chr7	70790977	0.0	2.4523237	-2.4523237	accessible_not_acetylated	0.6173692	-0.95079386	-0.19433713	-0.7180935	0.04205346
chr10	58319805	0.0	2.4522069	-2.4522069	accessible_not_acetylated	-0.14029789	-0.15767217	-0.06720662	-0.026868105	0.011322975
chr8	59118854	0.6931472	3.1415083	-2.4483612	accessible_not_acetylated	0.41120648	-1.358798	-0.7562549	-0.6770556	0.005466461
chr10	132464012	0.0	2.4417546	-2.4417546	accessible_not_acetylated	-0.71437347	-0.8891963	-0.71307254	-0.85137653	0.0011997223
chr7	143563413	0.6931472	3.1335573	-2.4404101	accessible_not_acetylated	-1.2597817	-0.3299079	-0.09757471	0.18929696	0.033564806
chr6	170612604	2.944439	5.384016	-2.439577	accessible_not_acetylated	-1.7512999	-0.42996836	-0.17648411	0.1735096	-0.034032345
chr22	20299093	2.944439	5.382643	-2.4382043	accessible_not_acetylated	-2.277823	-0.8372402	-1.4293501	-1.2784104	-0.03009224
chr22	44192637	1.0986123	3.5364325	-2.4378202	accessible_not_acetylated	-1.2230945	-0.9087703	-0.8737173	-0.9875672	0.023476839
chr7	97075947	0.0	2.4366846	-2.4366846	accessible_not_acetylated	0.60076165	0.04459381	0.36203957	0.19798875	0.03684616
chr7	141702087	1.3862944	3.8210814	-2.434787	accessible_not_acetylated	-1.5094337	-0.9543698	-0.85731506	-0.4684465	0.040867805
chr8	11446963	0.0	2.430743	-2.430743	accessible_not_acetylated	-0.13315964	-0.418756	-0.52399445	-0.5564493	0.010810614
chr6	138001952	0.0	2.4305146	-2.4305146	accessible_not_acetylated	-0.23839593	-0.4998138	-0.44564283	-0.39068556	0.020226717
chr22	47193291	0.0	2.4294457	-2.4294457	accessible_not_acetylated	0.35812283	-0.79891276	-0.8524704	-0.89028203	0.036069393
chr8	66920794	2.7725887	5.201519	-2.4289303	accessible_not_acetylated	-3.0641756	-1.1964803	-0.22208548	-1.2083201	-0.0795145
chr12	32399595	2.4849067	4.9124293	-2.4275227	accessible_not_acetylated	-2.6506822	-1.2737207	-1.1670272	-1.387949	-0.11699343
chr8	72537168	0.0	2.4193711	-2.4193711	accessible_not_acetylated	0.082921505	-2.0462437	-1.280657	-1.7652383	0.0147919655
chr17	75743050	0.0	2.4168944	-2.4168944	accessible_not_acetylated	-0.6760181	-0.7012943	-0.5934789	-0.55318785	0.032996655
chr22	43245287	0.0	2.4160275	-2.4160275	accessible_not_acetylated	-0.52136445	-0.9546732	-0.63110495	-0.61432016	0.04035473
chr20	37943995	0.0	2.4147508	-2.4147508	accessible_not_acetylated	0.9741068	-0.8436096	-1.0606644	-0.50134635	-0.00024676323
chr18	12737425	0.0	2.4138222	-2.4138222	accessible_not_acetylated	0.4991796	-0.46975338	-0.10066581	-0.43012476	0.008275747
chr7	5443852	0.0	2.41074	-2.41074	accessible_not_acetylated	1.3223009	-0.5988183	0.09854555	-0.25004935	0.041636705
chr7	157425554	1.3862944	3.7955818	-2.4092875	accessible_not_acetylated	-1.9187988	-1.5162702	-0.7409735	-0.86358976	0.052443504
chr18	63439450	0.0	2.4078615	-2.4078615	accessible_not_acetylated	-0.28510833	-0.37122154	-0.10360265	0.0081624985	0.0075860023
chr6	44298352	1.609438	4.0159173	-2.4064794	accessible_not_acetylated	-0.82947683	-0.2945559	-0.29188704	-0.43908262	-0.009777069
chr7	102551231	0.0	2.3967934	-2.3967934	accessible_not_acetylated	0.3944223	-0.16152239	0.49354768	0.28516865	0.03318858
chr12	53232125	1.3862944	3.7820435	-2.395749	accessible_not_acetylated	-1.2664144	-0.8379226	-0.71774197	-0.25489902	-0.077489614
chr22	21512007	2.4849067	4.876773	-2.3918662	accessible_not_acetylated	-2.2790155	0.30569124	-0.13954449	-0.012398243	0.0447464
chr7	2526212	1.0986123	3.4897873	-2.391175	accessible_not_acetylated	-1.4767885	-1.4731677	-1.0732481	-1.4027879	0.06770325
chr7	98520659	0.6931472	3.0837693	-2.3906221	accessible_not_acetylated	-0.8526499	-1.4127762	-1.4592754	-1.0691776	0.032058716
chr17	67377943	2.7080503	5.0978937	-2.3898435	accessible_not_acetylated	-2.1091118	-1.0888119	-1.1385584	-0.8915024	-0.1348114
chr7	32732311	2.1972246	4.58638	-2.3891554	accessible_not_acetylated	-1.812705	0.45343494	0.006881714	0.047539234	0.06431198
chr12	44876966	1.0986123	3.4865422	-2.38793	accessible_not_acetylated	-1.636662	-1.3038986	-0.6851349	-0.68662167	-0.01748991
chr6	152953331	0.0	2.3864315	-2.3864315	accessible_not_acetylated	0.04181981	-0.0026903152	-0.15166211	-0.07671976	0.022848368
chr12	132176455	0.0	2.38568	-2.38568	accessible_not_acetylated	-0.39661503	-0.899261	-1.3205928	-1.0493529	-0.006655216
chr12	49553703	0.6931472	3.0745687	-2.3814216	accessible_not_acetylated	-0.7226691	-0.5571604	-0.09455919	-0.05796528	-0.049740076
chr12	120093701	1.0986123	3.4791508	-2.3805385	accessible_not_acetylated	-1.8018693	-1.0937405	-1.0667431	-0.6054449	-0.08008003
chr8	74321474	0.6931472	3.0736792	-2.380532	accessible_not_acetylated	-0.31208897	-1.3764639	-0.70850945	-0.7705686	0.0063045025
chr12	38138887	0.0	2.3779123	-2.3779123	accessible_not_acetylated	1.7838066	-0.77137625	-0.20002556	-0.6899879	0.033884525
chr7	122886244	1.3862944	3.7639298	-2.3776355	accessible_not_acetylated	-1.9513865	-0.97143936	-1.2838655	-1.2153254	0.07603979
chr10	46579015	0.0	2.3774066	-2.3774066	accessible_not_acetylated	-0.22576952	-1.7002541	-1.5522702	-1.7636751	0.0117845535
chr21	17512636	1.3862944	3.7629886	-2.3766942	accessible_not_acetylated	0.65793705	-0.28545952	-0.7409873	-0.5805998	-0.01813817
chr12	122137651	1.3862944	3.7629285	-2.3766341	accessible_not_acetylated	-1.9414054	-0.9754863	-0.8576541	-0.6088724	-0.08881092
chr12	57243341	2.7725887	5.1483054	-2.3757167	accessible_not_acetylated	-1.4158056	-0.18424702	-1.084537	-0.27537155	-0.1467228
chr8	138914562	0.0	2.3743136	-2.3743136	accessible_not_acetylated	0.7420068	-0.77450466	-0.6734654	-0.9843161	-0.00449872
chr12	62269152	3.465736	5.8395615	-2.3738256	accessible_not_acetylated	-3.7620382	-0.49882126	0.07118702	-0.5839391	-0.1465478
chr8	123541707	2.0794415	4.452014	-2.3725724	accessible_not_acetylated	-1.3809218	-1.0293226	-0.9547148	-1.0789998	-0.04582405
chr8	37694570	1.9459102	4.3184276	-2.3725173	accessible_not_acetylated	-1.9318972	-0.63139653	-0.38338995	-0.7004857	-0.01799202
chr8	37840435	0.6931472	3.065511	-2.3723638	accessible_not_acetylated	-0.7765901	-0.47123575	-0.50030875	-0.36668372	0.0031323433
chr17	19188100	1.3862944	3.7578273	-2.371533	accessible_not_acetylated	0.8538375	-0.113776684	0.11809826	0.74945116	0.1156199
chr12	63843903	2.3978953	4.7681513	-2.370256	accessible_not_acetylated	-2.6247983	-1.458365	-0.7461777	-0.99490786	-0.114276886
chr8	41654280	2.1972246	4.567172	-2.3699474	accessible_not_acetylated	-2.02395	-0.46392775	-1.1688654	-1.0195413	-0.08077717
chr22	20146059	0.6931472	3.0622983	-2.369151	accessible_not_acetylated	-0.8944435	-0.8965912	-0.61620283	-1.0697967	0.06700826
chr17	70169498	1.3862944	3.7544427	-2.3681483	accessible_not_acetylated	0.35834742	-1.0449824	-0.9179628	-1.0264673	-0.092823744
chr12	57235367	2.3978953	4.7656827	-2.3677874	accessible_not_acetylated	-1.8542328	0.100194454	-0.6614294	0.32088327	-0.12495899
chr10	88880418	0.6931472	3.0601056	-2.3669584	accessible_not_acetylated	-0.37565517	-1.7927752	-0.7978697	-1.6188779	0.0035128593
chr17	67378842	2.6390574	5.0043726	-2.3653152	accessible_not_acetylated	-1.7483528	-1.2923665	-0.47823048	-0.23203278	-0.11529255
chr7	954689	0.0	2.3649716	-2.3649716	accessible_not_acetylated	-1.2803233	-1.2466711	-1.1362406	-1.071241	0.030899048
chr22	50271836	1.3862944	3.7511277	-2.3648334	accessible_not_acetylated	-0.66321206	-2.1131973	-0.98164797	-1.8274876	0.03526807
chr12	13001501	0.6931472	3.05691	-2.3637629	accessible_not_acetylated	-0.44237256	-0.9540694	-0.5887511	-0.5262685	0.018054008
chr21	5123911	0.0	2.3633761	-2.3633761	accessible_not_acetylated	0.044057846	-0.22044516	-0.63766336	-0.01934719	0.019758701
