chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual
chr22	33058438	1.9459102	4.4886003	-2.54269	accessible_not_acetylated	-0.7071121
chr8	103370486	2.9957323	5.538044	-2.5423117	accessible_not_acetylated	-0.7798691
chr18	61894444	2.4849067	5.024394	-2.5394874	accessible_not_acetylated	-0.847538
chr10	784792	2.1972246	4.7352905	-2.538066	accessible_not_acetylated	-0.99056983
chr12	43551971	1.609438	4.146404	-2.5369658	accessible_not_acetylated	-1.2634945
chr12	2674631	1.609438	4.1462674	-2.5368295	accessible_not_acetylated	-0.9253979
chr10	133200346	2.0794415	4.615493	-2.5360513	accessible_not_acetylated	-0.8634937
chr8	20255292	1.609438	4.144578	-2.53514	accessible_not_acetylated	-0.70846295
chr20	6213287	2.5649493	5.0982857	-2.5333364	accessible_not_acetylated	-0.78564787
chr21	10521513	1.7917595	4.3219895	-2.53023	accessible_not_acetylated	-0.90661764
chr10	132248193	1.9459102	4.4752913	-2.529381	accessible_not_acetylated	-0.8108039
chr22	44192637	2.7080503	5.2369413	-2.528891	accessible_not_acetylated	-0.62668514
chr7	73123888	2.5649493	5.093442	-2.5284927	accessible_not_acetylated	-0.07091427
chr6	70955509	2.3978953	4.925444	-2.5275488	accessible_not_acetylated	-0.51492405
chr8	119208370	1.0986123	3.6247578	-2.5261455	accessible_not_acetylated	-1.1671598
chr12	1531306	2.3025851	4.8284407	-2.5258555	accessible_not_acetylated	-1.4111214
chr10	68828350	2.944439	5.469576	-2.525137	accessible_not_acetylated	-1.1804943
chr7	32738594	2.3978953	4.9193916	-2.5214963	accessible_not_acetylated	-0.38873672
chr20	63479191	1.7917595	4.311132	-2.5193725	accessible_not_acetylated	-1.205513
chr10	79311039	2.1972246	4.7133374	-2.5161128	accessible_not_acetylated	-0.9901099
chr21	22578864	1.0986123	3.6140847	-2.5154724	accessible_not_acetylated	-0.1792531
chr6	32045105	2.6390574	5.152047	-2.5129898	accessible_not_acetylated	-0.6048093
chr7	73328157	1.3862944	3.8990393	-2.512745	accessible_not_acetylated	-1.1424122
chr22	42129542	1.9459102	4.458542	-2.5126317	accessible_not_acetylated	-1.1135375
chr17	59594634	2.1972246	4.7089496	-2.511725	accessible_not_acetylated	-0.25263548
chr7	65562731	2.3978953	4.908761	-2.5108657	accessible_not_acetylated	0.33405352
chr10	805162	2.1972246	4.7075872	-2.5103626	accessible_not_acetylated	-0.9644191
chr20	4823650	2.0794415	4.58582	-2.5063787	accessible_not_acetylated	-1.225889
chr17	19237497	2.7725887	5.2764716	-2.503883	accessible_not_acetylated	-0.9550071
chr12	42589558	2.3978953	4.9014344	-2.503539	accessible_not_acetylated	-0.7749896
chr7	56175229	2.1972246	4.6998243	-2.5025997	accessible_not_acetylated	-1.1377735
chr8	143483545	1.7917595	4.2918673	-2.5001078	accessible_not_acetylated	-1.0777025
chr18	77900297	2.6390574	5.138928	-2.4998705	accessible_not_acetylated	-0.6344218
chr17	18411158	1.7917595	4.2901187	-2.4983592	accessible_not_acetylated	-0.9491029
chr10	102629938	1.7917595	4.2900314	-2.498272	accessible_not_acetylated	-1.2837403
chr8	69644139	2.0794415	4.576562	-2.4971204	accessible_not_acetylated	-0.8728657
chr10	97849914	2.5649493	5.061488	-2.4965389	accessible_not_acetylated	-1.0032921
chr20	63070038	2.1972246	4.691857	-2.4946322	accessible_not_acetylated	-0.9349146
chr7	90211709	2.3978953	4.890178	-2.4922829	accessible_not_acetylated	-0.9182677
chr20	51768411	1.0986123	3.5898902	-2.491278	accessible_not_acetylated	-1.2981157
chr10	119029708	2.8332133	5.321677	-2.4884639	accessible_not_acetylated	-0.8522606
chr21	13806618	2.1972246	4.6817255	-2.484501	accessible_not_acetylated	-0.20605087
chr7	102671756	2.7080503	5.1917744	-2.483724	accessible_not_acetylated	-0.4555235
chr6	130366280	2.0794415	4.563081	-2.4836392	accessible_not_acetylated	-0.8266132
chr7	56327361	1.609438	4.09279	-2.4833522	accessible_not_acetylated	-0.7919581
chr22	17446893	2.0794415	4.561217	-2.4817753	accessible_not_acetylated	-0.5252056
chr10	129963827	1.0986123	3.5798461	-2.4812338	accessible_not_acetylated	-1.3178504
chr22	41575281	2.1972246	4.6760855	-2.4788609	accessible_not_acetylated	-1.0418751
chr22	41246305	2.1972246	4.675497	-2.4782724	accessible_not_acetylated	-0.7995405
chr20	30569995	2.4849067	4.9613457	-2.476439	accessible_not_acetylated	-0.18388653
chr10	132419118	1.9459102	4.4222574	-2.4763472	accessible_not_acetylated	-1.5984616
chr6	133241356	1.3862944	3.8602247	-2.4739304	accessible_not_acetylated	-0.84497523
chr21	19900585	2.3025851	4.7755804	-2.4729953	accessible_not_acetylated	-0.42771244
chr7	152806843	2.3025851	4.775468	-2.4728827	accessible_not_acetylated	-0.34764528
chr7	4800030	2.3025851	4.7747116	-2.4721265	accessible_not_acetylated	-0.7697315
chr7	102672923	2.7725887	5.2435007	-2.470912	accessible_not_acetylated	-0.4351201
chr10	47466846	2.0794415	4.5503078	-2.4708662	accessible_not_acetylated	-0.35462046
chr20	25987436	2.1972246	4.667304	-2.4700794	accessible_not_acetylated	-1.0544591
chr12	45537	2.4849067	4.953444	-2.4685373	accessible_not_acetylated	-0.9659984
chr18	12076525	2.4849067	4.9516153	-2.4667087	accessible_not_acetylated	-0.5003996
chr8	11330985	0.6931472	3.1587782	-2.465631	accessible_not_acetylated	-0.47984552
chr10	76315543	2.3978953	4.863407	-2.4655118	accessible_not_acetylated	-0.91465473
chr8	142475726	2.7080503	5.1719494	-2.4638991	accessible_not_acetylated	-0.68960905
chr10	114043568	2.0794415	4.5431137	-2.4636722	accessible_not_acetylated	-1.3435159
chr7	80135004	2.0794415	4.5430326	-2.463591	accessible_not_acetylated	-1.4557207
chr17	82084147	1.9459102	4.4089804	-2.4630702	accessible_not_acetylated	-0.9339807
chr21	46098113	2.3978953	4.860701	-2.4628057	accessible_not_acetylated	-0.62658405
chr21	45333208	2.0794415	4.542018	-2.4625764	accessible_not_acetylated	-0.76622486
chr10	101139786	1.7917595	4.2543125	-2.462553	accessible_not_acetylated	-1.1836319
chr7	5898689	2.8332133	5.2954273	-2.462214	accessible_not_acetylated	-0.43354797
chr10	102409130	2.4849067	4.947018	-2.4621115	accessible_not_acetylated	-1.4581428
chr7	76438061	2.3978953	4.8591905	-2.4612951	accessible_not_acetylated	-0.508029
chr7	143563413	2.5649493	5.0247736	-2.4598243	accessible_not_acetylated	0.15650845
chr12	40224850	2.3978953	4.8562717	-2.4583764	accessible_not_acetylated	-1.0576239
chr12	120093701	2.5649493	5.022186	-2.4572365	accessible_not_acetylated	-0.8085966
chr18	33424574	2.3025851	4.7585754	-2.4559903	accessible_not_acetylated	-0.5488281
chr6	127516296	2.6390574	5.093753	-2.4546955	accessible_not_acetylated	-0.795661
chr17	39151649	1.7917595	4.2459407	-2.4541812	accessible_not_acetylated	-1.1259863
chr22	50185873	2.6390574	5.0917215	-2.4526641	accessible_not_acetylated	-0.59641886
chr6	57946324	2.3025851	4.7546806	-2.4520955	accessible_not_acetylated	-0.26400423
chr20	49568170	1.7917595	4.24368	-2.4519205	accessible_not_acetylated	-1.2666254
chr7	2390635	2.3025851	4.7540545	-2.4514694	accessible_not_acetylated	-0.8097379
chr10	132194452	1.9459102	4.3968897	-2.4509795	accessible_not_acetylated	-1.4024551
chr7	98211402	2.3025851	4.752448	-2.449863	accessible_not_acetylated	-1.3213096
chr17	15817742	1.609438	4.0580063	-2.4485683	accessible_not_acetylated	-0.86922455
chr8	63086053	1.3862944	3.8347957	-2.4485013	accessible_not_acetylated	-0.9209986
chr22	24606502	2.0794415	4.52641	-2.4469686	accessible_not_acetylated	-0.5622175
chr10	49614036	1.609438	4.0558777	-2.4464397	accessible_not_acetylated	-0.9846897
chr7	74967115	2.8332133	5.277895	-2.4446816	accessible_not_acetylated	0.30708265
chr7	43970893	2.3978953	4.841781	-2.4438858	accessible_not_acetylated	-0.9302244
chr7	28180744	2.5649493	5.008069	-2.4431198	accessible_not_acetylated	-0.7316265
chr10	132354967	2.1972246	4.6386433	-2.4414186	accessible_not_acetylated	-1.0467916
chr18	80247484	2.4849067	4.925494	-2.4405875	accessible_not_acetylated	-0.8231549
chr18	76406216	2.0794415	4.5199647	-2.4405231	accessible_not_acetylated	-0.7838974
chr7	102448404	2.0794415	4.5198483	-2.4404068	accessible_not_acetylated	-0.708961
chr18	79586268	2.1972246	4.636799	-2.4395742	accessible_not_acetylated	-1.2786806
chr17	17388227	2.1972246	4.6364446	-2.43922	accessible_not_acetylated	-0.85612774
chr17	17782706	2.3025851	4.741446	-2.438861	accessible_not_acetylated	-0.9608755
chr22	17121058	2.5649493	5.0023327	-2.4373834	accessible_not_acetylated	-1.3636708
chr20	420816	2.1972246	4.634062	-2.4368372	accessible_not_acetylated	-1.153276
chr6	34571636	2.3025851	4.736375	-2.4337897	accessible_not_acetylated	-0.69263935
chr20	1002264	1.3862944	3.8197913	-2.433497	accessible_not_acetylated	-1.5597603
chr21	43991454	2.3025851	4.735305	-2.4327197	accessible_not_acetylated	-0.6663637
chr12	120094215	2.7080503	5.1407332	-2.432683	accessible_not_acetylated	-0.7493262
chr12	130337887	1.7917595	4.224413	-2.4326534	accessible_not_acetylated	-1.5983031
chr10	133379241	3.0445225	5.4769697	-2.4324472	accessible_not_acetylated	-0.9313779
chr12	132598223	2.3978953	4.8303165	-2.4324212	accessible_not_acetylated	-1.182878
chr18	37394156	2.7080503	5.1398115	-2.4317613	accessible_not_acetylated	-0.6515713
chr8	22156874	2.0794415	4.510997	-2.4315553	accessible_not_acetylated	-1.0785453
chr20	23799400	2.6390574	5.070224	-2.4311664	accessible_not_acetylated	-1.0422897
chr8	7887107	2.3978953	4.828598	-2.4307027	accessible_not_acetylated	0.36255074
chr8	24942057	1.7917595	4.222166	-2.4304066	accessible_not_acetylated	-0.88909817
chr10	37988703	1.9459102	4.3756194	-2.4297092	accessible_not_acetylated	-0.53394055
chr20	57118392	2.1972246	4.6267176	-2.429493	accessible_not_acetylated	-1.1833177
chr22	50674641	1.609438	4.0382767	-2.4288387	accessible_not_acetylated	-1.8458486
chr8	1973877	1.609438	4.0378046	-2.4283667	accessible_not_acetylated	-1.4554379
chr18	59269275	2.6390574	5.0668106	-2.4277532	accessible_not_acetylated	-1.0920749
chr10	127907048	2.3978953	4.825444	-2.427549	accessible_not_acetylated	-1.0047708
chr22	39662481	2.3978953	4.825405	-2.4275098	accessible_not_acetylated	-1.0735276
chr18	47025128	2.4849067	4.912237	-2.4273305	accessible_not_acetylated	-0.15536308
chr22	45164505	2.8903718	5.316597	-2.4262252	accessible_not_acetylated	-1.0167999
chr17	2826310	1.609438	4.0354633	-2.4260254	accessible_not_acetylated	-0.4432757
chr8	23682829	2.5649493	4.990385	-2.4254358	accessible_not_acetylated	-1.0717692
chr10	118594543	1.7917595	4.217037	-2.4252777	accessible_not_acetylated	-1.3018193
chr7	458013	1.9459102	4.3710623	-2.425152	accessible_not_acetylated	-1.3969688
chr22	30802974	2.7725887	5.1960125	-2.4234238	accessible_not_acetylated	-0.7673192
chr17	9021541	1.0986123	3.5219264	-2.423314	accessible_not_acetylated	-1.1230118
chr12	132134187	2.9957323	5.419041	-2.4233088	accessible_not_acetylated	-0.8818183
chr20	6123544	1.609438	4.032545	-2.4231071	accessible_not_acetylated	-0.75927496
chr8	142777281	2.8903718	5.3129177	-2.422546	accessible_not_acetylated	-1.3656001
chr17	38428381	2.1972246	4.6197157	-2.422491	accessible_not_acetylated	-1.2302377
chr7	128271047	2.3978953	4.819595	-2.4216995	accessible_not_acetylated	-0.8013005
chr17	39225914	2.3978953	4.818227	-2.4203315	accessible_not_acetylated	-0.9724405
chr7	73154911	2.8332133	5.252721	-2.4195075	accessible_not_acetylated	-0.5016947
chr7	63926259	2.6390574	5.05822	-2.4191625	accessible_not_acetylated	-0.49542046
chr10	128324288	2.3978953	4.8166075	-2.4187121	accessible_not_acetylated	-0.19636726
chr22	47193291	2.1972246	4.6158094	-2.4185848	accessible_not_acetylated	-0.87569714
chr18	10630106	2.5649493	4.982671	-2.4177215	accessible_not_acetylated	-0.07501793
chr7	75092803	2.6390574	5.0563726	-2.4173152	accessible_not_acetylated	-0.14226866
chr8	2238484	2.4849067	4.9021006	-2.417194	accessible_not_acetylated	-0.34757042
chr10	81875313	0.6931472	3.1093102	-2.416163	accessible_not_acetylated	-1.6994307
chr22	50705461	2.3025851	4.718264	-2.415679	accessible_not_acetylated	-1.1200554
chr7	94394561	2.1972246	4.612616	-2.4153914	accessible_not_acetylated	-0.7423837
chr6	100969143	2.3025851	4.7172723	-2.4146872	accessible_not_acetylated	-0.7329285
chr8	109071229	2.1972246	4.6104827	-2.413258	accessible_not_acetylated	-0.9403262
chr8	107600126	1.7917595	4.2048864	-2.413127	accessible_not_acetylated	-0.64980054
chr22	46355575	2.3025851	4.715531	-2.4129457	accessible_not_acetylated	-0.7562673
chr17	73690802	1.7917595	4.204173	-2.4124136	accessible_not_acetylated	-0.23260713
chr17	74369432	2.0794415	4.4918375	-2.412396	accessible_not_acetylated	-0.89912677
chr20	31475287	2.0794415	4.4906874	-2.4112458	accessible_not_acetylated	-1.0815635
chr17	18563558	2.4849067	4.8960285	-2.4111218	accessible_not_acetylated	-0.34296417
chr10	132230026	1.9459102	4.356885	-2.4109747	accessible_not_acetylated	-1.1847267
chr12	10435980	2.4849067	4.8950963	-2.4101896	accessible_not_acetylated	0.016280174
chr8	17496935	2.1972246	4.60686	-2.4096355	accessible_not_acetylated	-1.2113159
chr12	58920460	2.1972246	4.604416	-2.4071913	accessible_not_acetylated	-1.1730604
chr6	70956093	2.7725887	5.179176	-2.4065871	accessible_not_acetylated	-0.9733834
chr7	63068439	2.4849067	4.8880205	-2.4031138	accessible_not_acetylated	-0.49703407
chr7	100341503	2.3978953	4.8007994	-2.402904	accessible_not_acetylated	-0.36636257
chr8	126318917	2.7725887	5.1750917	-2.402503	accessible_not_acetylated	-0.7236686
chr12	120346847	2.0794415	4.481135	-2.4016933	accessible_not_acetylated	-1.2091739
chr17	81491393	2.3025851	4.7038803	-2.4012952	accessible_not_acetylated	-0.93831086
chr6	100354693	2.3978953	4.7985997	-2.4007044	accessible_not_acetylated	-0.6936245
chr10	129889331	2.3978953	4.7985363	-2.400641	accessible_not_acetylated	-0.9862988
chr20	8132182	2.0794415	4.4797807	-2.4003391	accessible_not_acetylated	-0.67596006
chr17	35804096	2.9957323	5.3958707	-2.4001384	accessible_not_acetylated	-0.36730146
chr7	75077739	2.4849067	4.8847857	-2.399879	accessible_not_acetylated	0.022807598
chr17	9240190	2.7725887	5.17168	-2.3990912	accessible_not_acetylated	-0.85713625
chr8	41842039	2.3025851	4.6995063	-2.3969212	accessible_not_acetylated	-0.76387024
chr17	12789483	2.4849067	4.879773	-2.3948665	accessible_not_acetylated	-0.69809914
chr12	187802	1.609438	4.004237	-2.3947992	accessible_not_acetylated	-0.7610383
chr6	69233053	2.6390574	5.033354	-2.3942964	accessible_not_acetylated	-0.3725624
chr6	71288441	1.609438	4.0021133	-2.3926754	accessible_not_acetylated	-0.68739176
chr17	8832825	2.1972246	4.5895905	-2.392366	accessible_not_acetylated	-0.8467963
chr18	59265678	2.4849067	4.8770175	-2.3921108	accessible_not_acetylated	-0.33887243
chr8	37798854	2.4849067	4.8769064	-2.3919997	accessible_not_acetylated	-0.7773628
chr12	132439780	1.9459102	4.3371453	-2.391235	accessible_not_acetylated	-0.9655993
chr20	62466414	2.3025851	4.6934175	-2.3908324	accessible_not_acetylated	-1.1331961
chr10	87214878	2.6390574	5.0267935	-2.387736	accessible_not_acetylated	-0.6282964
chr17	1179852	2.5649493	4.952002	-2.3870528	accessible_not_acetylated	-1.228857
chr18	79400934	2.3025851	4.689033	-2.386448	accessible_not_acetylated	-1.1595836
chr7	6827432	2.3025851	4.6861267	-2.3835416	accessible_not_acetylated	-0.20545197
chr22	21417697	2.7080503	5.0905104	-2.38246	accessible_not_acetylated	-0.19620705
chr10	47461454	2.7725887	5.1542406	-2.3816519	accessible_not_acetylated	0.14305878
chr12	14554583	2.0794415	4.4603777	-2.3809361	accessible_not_acetylated	-0.47752476
chr10	132396941	2.5649493	4.9436445	-2.3786952	accessible_not_acetylated	-0.86843777
chr8	143095392	2.3978953	4.7760525	-2.3781571	accessible_not_acetylated	-1.0585446
chr10	11462	1.7917595	4.169151	-2.3773913	accessible_not_acetylated	-1.6372423
chr20	9839039	1.0986123	3.4747417	-2.3761294	accessible_not_acetylated	-0.8344109
chr7	31246	2.944439	5.3202724	-2.3758335	accessible_not_acetylated	-0.32310915
chr10	43342645	2.4849067	4.8598385	-2.3749318	accessible_not_acetylated	-0.8666377
chr10	135314	2.944439	5.319035	-2.374596	accessible_not_acetylated	-1.0390763
chr10	42475451	2.7080503	5.0825243	-2.374474	accessible_not_acetylated	-0.6819773
chr17	979893	2.944439	5.3184066	-2.3739676	accessible_not_acetylated	-1.1449366
chr20	56629260	2.7725887	5.144906	-2.3723173	accessible_not_acetylated	-0.4251938
chr20	10672493	2.4849067	4.8570824	-2.3721757	accessible_not_acetylated	-0.73040724
chr8	144266557	1.3862944	3.7582757	-2.3719814	accessible_not_acetylated	-1.4446883
chr17	76027452	1.9459102	4.3176994	-2.3717892	accessible_not_acetylated	-1.0768011
chr7	155367933	0.0	2.3697495	-2.3697495	accessible_not_acetylated	-1.3732699
chr10	115093364	1.3862944	3.7554474	-2.369153	accessible_not_acetylated	-1.5922446
chr18	13217744	2.3025851	4.6713486	-2.3687634	accessible_not_acetylated	-1.2523382
chr7	98520659	2.8903718	5.259099	-2.3687272	accessible_not_acetylated	-1.3300045
chr7	76614010	2.3025851	4.6704392	-2.367854	accessible_not_acetylated	-0.42006493
chr10	132448594	2.944439	5.3119984	-2.3675594	accessible_not_acetylated	-1.0951529
chr21	42653672	2.3025851	4.670125	-2.36754	accessible_not_acetylated	-0.4881544
chr10	43115272	2.5649493	4.9316564	-2.366707	accessible_not_acetylated	-1.0205569
chr20	34558644	2.3025851	4.6691666	-2.3665814	accessible_not_acetylated	-1.4934223
chr6	117907335	2.3978953	4.764167	-2.3662715	accessible_not_acetylated	-0.97761846
chr8	544953	2.4849067	4.849788	-2.3648815	accessible_not_acetylated	-1.1381154
chr8	74321474	2.5649493	4.9288006	-2.3638513	accessible_not_acetylated	-1.0267367
chr20	31870039	2.3978953	4.7616835	-2.3637881	accessible_not_acetylated	-0.993942
chr7	48035510	1.9459102	4.3090773	-2.363167	accessible_not_acetylated	-1.1420615
chr12	9065070	1.609438	3.9723802	-2.3629422	accessible_not_acetylated	-1.0336576
chr12	131251518	2.3025851	4.6649504	-2.3623652	accessible_not_acetylated	-0.31538534
chr18	77650981	2.3025851	4.664218	-2.3616328	accessible_not_acetylated	-0.64856434
chr10	42932850	2.3978953	4.759305	-2.3614097	accessible_not_acetylated	-0.6066923
chr17	5035432	1.7917595	4.1529	-2.3611407	accessible_not_acetylated	-1.0473471
chr7	63900767	2.7080503	5.068471	-2.3604207	accessible_not_acetylated	-0.66982365
chr22	44721406	1.9459102	4.3063	-2.36039	accessible_not_acetylated	-0.56056666
chr10	124615064	1.7917595	4.1514387	-2.3596792	accessible_not_acetylated	-0.58238435
chr18	49493330	3.0445225	5.403532	-2.3590095	accessible_not_acetylated	-0.22067738
chr22	17135562	2.0794415	4.4373026	-2.357861	accessible_not_acetylated	-0.8499224
chr10	100828013	2.5649493	4.922627	-2.3576777	accessible_not_acetylated	-0.75425863
chr10	103458960	2.0794415	4.4369535	-2.357512	accessible_not_acetylated	-1.120728
chr17	16492195	2.4849067	4.842216	-2.3573093	accessible_not_acetylated	-1.1289144
chr17	4818454	2.1972246	4.554137	-2.3569126	accessible_not_acetylated	-0.78272176
chr22	47914718	1.609438	3.9661038	-2.3566658	accessible_not_acetylated	-0.33496618
chr6	138424356	2.6390574	4.99483	-2.3557727	accessible_not_acetylated	-1.1071129
chr8	144042696	2.5649493	4.9199114	-2.354962	accessible_not_acetylated	-0.85425234
chr20	6768097	1.609438	3.963425	-2.353987	accessible_not_acetylated	-1.1673288
chr17	45620396	2.4849067	4.8380637	-2.353157	accessible_not_acetylated	-0.3216014
chr12	72272748	1.609438	3.961143	-2.351705	accessible_not_acetylated	-1.220758
chr10	43208516	2.5649493	4.9164457	-2.3514965	accessible_not_acetylated	-0.660223
chr7	1845229	1.9459102	4.2972207	-2.3513105	accessible_not_acetylated	-0.8722074
