chr	center	observed_log	atac_pred_log	true_residual	class	multimodal_residual	sequence_residual
chr18	6414911	0.0	6.683322	-6.683322	accessible_not_acetylated	-2.4640846	0.57625246
chr18	61088889	0.0	6.6727514	-6.6727514	accessible_not_acetylated	-0.098492146	1.3692312
chr18	45614800	0.0	6.6671057	-6.6671057	accessible_not_acetylated	-0.5662832	0.66324186
chr6	127190768	0.0	6.6643705	-6.6643705	accessible_not_acetylated	-0.36444283	0.58424234
chr20	1491587	0.0	6.663437	-6.663437	accessible_not_acetylated	-0.30576468	1.1779556
chr12	78864668	0.0	6.6590285	-6.6590285	accessible_not_acetylated	-1.6522303	0.91871643
chr12	56833966	0.0	6.652976	-6.652976	accessible_not_acetylated	0.14240551	1.449996
chr12	2057385	0.0	6.648161	-6.648161	accessible_not_acetylated	-0.41382837	1.3423591
chr6	32005581	0.0	6.646017	-6.646017	accessible_not_acetylated	0.029743195	1.0569787
chr8	119416311	0.0	6.641072	-6.641072	accessible_not_acetylated	-1.0387683	1.6594491
chr8	95386767	0.0	6.640128	-6.640128	accessible_not_acetylated	0.2883544	1.5530882
chr20	36792622	0.0	6.636906	-6.636906	accessible_not_acetylated	-1.1495209	0.77585554
chr20	30521891	0.0	6.6368995	-6.6368995	accessible_not_acetylated	0.42314243	2.2578712
chr18	47035617	0.0	6.636504	-6.636504	accessible_not_acetylated	-0.4167385	1.6665716
chr12	102957673	0.0	6.6353164	-6.6353164	accessible_not_acetylated	-1.5734763	2.0665069
chr10	131570035	0.0	6.627406	-6.627406	accessible_not_acetylated	-0.4345808	1.1988506
chr22	45413655	0.0	6.619341	-6.619341	accessible_not_acetylated	-1.203196	3.3865395
chr10	124092424	0.0	6.6165714	-6.6165714	accessible_not_acetylated	-3.2499876	2.2830133
chr12	8657541	0.0	6.615108	-6.615108	accessible_not_acetylated	-0.6107273	0.39721012
chr7	19665595	0.0	6.6105723	-6.6105723	accessible_not_acetylated	-0.2963562	-0.774127
chr18	61502681	0.0	6.6092215	-6.6092215	accessible_not_acetylated	-0.039931297	1.3108482
chr12	15789576	0.0	6.599813	-6.599813	accessible_not_acetylated	-1.7124624	1.7736697
chr6	120826442	0.0	6.5958996	-6.5958996	accessible_not_acetylated	0.035517693	0.65333796
chr8	6926076	0.0	6.59432	-6.59432	accessible_not_acetylated	0.08743858	0.95955896
chr10	98030828	0.0	6.589078	-6.589078	accessible_not_acetylated	-4.6782265	0.9652095
chr20	38250723	0.0	6.584808	-6.584808	accessible_not_acetylated	0.29297686	0.45666218
chr8	7397960	0.0	6.5832953	-6.5832953	accessible_not_acetylated	0.41202497	1.8192105
chr10	111077031	0.0	6.578989	-6.578989	accessible_not_acetylated	-2.6952863	1.3550501
chr21	31558977	0.0	6.5776267	-6.5776267	accessible_not_acetylated	-2.249165	2.9147477
chr8	79609559	0.0	6.576493	-6.576493	accessible_not_acetylated	0.8240342	2.119266
chr6	104302159	0.0	6.567711	-6.567711	accessible_not_acetylated	0.0016508102	0.7483363
chr8	107532440	0.0	6.557673	-6.557673	accessible_not_acetylated	-0.5677395	-0.16476631
chr7	56327361	0.0	6.5566497	-6.5566497	accessible_not_acetylated	-0.20831966	1.0340595
chr18	59996563	0.0	6.5549803	-6.5549803	accessible_not_acetylated	-0.38748598	0.5569935
chr10	129963827	0.0	6.5522394	-6.5522394	accessible_not_acetylated	-3.138523	1.2648759
chr10	127737273	0.0	6.551756	-6.551756	accessible_not_acetylated	-2.4605904	1.6417933
chr8	119208370	0.0	6.549294	-6.549294	accessible_not_acetylated	-1.7225924	2.4470563
chr12	14771131	0.0	6.5439835	-6.5439835	accessible_not_acetylated	-0.17371416	3.7540922
chr7	55019020	0.0	6.54304	-6.54304	accessible_not_acetylated	-1.8681192	2.4583325
chr12	30441022	0.0	6.530804	-6.530804	accessible_not_acetylated	-0.116010666	0.95016813
chr10	87659718	0.0	6.529728	-6.529728	accessible_not_acetylated	-1.7480907	1.1790676
chr22	39744136	0.0	6.5295405	-6.5295405	accessible_not_acetylated	-0.23092031	0.70521545
chr10	87225447	0.0	6.524682	-6.524682	accessible_not_acetylated	0.5622597	2.0140295
chr8	108512184	0.0	6.5207534	-6.5207534	accessible_not_acetylated	0.012787819	1.1569405
chr22	44800435	0.0	6.5198164	-6.5198164	accessible_not_acetylated	-0.18801117	1.0608182
chr8	72995067	0.0	6.5179043	-6.5179043	accessible_not_acetylated	-0.4676857	0.51636076
chr8	50398358	0.0	6.5092626	-6.5092626	accessible_not_acetylated	-0.2229557	0.761322
chr22	41699513	0.0	6.5081177	-6.5081177	accessible_not_acetylated	-1.4827905	2.803546
chr12	30134432	0.0	6.506354	-6.506354	accessible_not_acetylated	-0.17480898	1.1392369
chr7	41703108	0.0	6.5042286	-6.5042286	accessible_not_acetylated	-0.16210556	1.1613026
chr12	87995779	0.0	6.500935	-6.500935	accessible_not_acetylated	0.05982685	-0.29233837
chr6	93419582	0.0	6.498084	-6.498084	accessible_not_acetylated	-1.1356754	2.5612793
chr6	52946542	0.0	6.490747	-6.490747	accessible_not_acetylated	0.3737569	1.6603389
chr22	49208879	0.0	6.4898925	-6.4898925	accessible_not_acetylated	-0.07589388	1.7049756
chr10	94683493	0.0	6.4859076	-6.4859076	accessible_not_acetylated	-0.095500946	1.0642347
chr22	50674641	0.0	6.4683948	-6.4683948	accessible_not_acetylated	-3.8418837	0.22769117
chr20	61252425	0.0	6.4642897	-6.4642897	accessible_not_acetylated	-3.9772806	1.8550577
chr18	11609557	0.0	6.462186	-6.462186	accessible_not_acetylated	-0.4388504	0.7834258
chr18	72544483	0.0	6.461075	-6.461075	accessible_not_acetylated	-1.8781033	1.2249413
chr10	27745849	0.0	6.4603205	-6.4603205	accessible_not_acetylated	-2.6249099	2.6049566
chr7	45921272	0.0	6.45696	-6.45696	accessible_not_acetylated	-2.6901407	1.4277158
chr20	21615732	0.0	6.4549956	-6.4549956	accessible_not_acetylated	0.03707838	0.7305937
chr17	34270215	0.0	6.4478016	-6.4478016	accessible_not_acetylated	0.18981552	1.7219982
chr18	56748866	0.0	6.446288	-6.446288	accessible_not_acetylated	-1.1933961	-0.76691675
chr7	38631567	0.6931472	7.1372747	-6.4441276	accessible_not_acetylated	-1.8513961	0.7872286
chr7	90262634	0.0	6.4423213	-6.4423213	accessible_not_acetylated	-1.7875762	-1.4081597
chr12	81129117	0.0	6.441228	-6.441228	accessible_not_acetylated	-0.36305904	-0.1537137
chr6	83709408	0.0	6.4406757	-6.4406757	accessible_not_acetylated	-2.0662026	2.5878048
chr12	15996481	0.0	6.4341383	-6.4341383	accessible_not_acetylated	0.42259073	1.4954233
chr6	167976939	0.0	6.4297543	-6.4297543	accessible_not_acetylated	-2.1115437	1.6986065
chr21	46006084	0.0	6.429606	-6.429606	accessible_not_acetylated	-1.7467308	2.361916
chr18	32289699	0.0	6.42264	-6.42264	accessible_not_acetylated	-0.84688425	0.14784336
chr8	132480757	0.0	6.41658	-6.41658	accessible_not_acetylated	-3.800539	1.6010323
chr18	75479202	0.0	6.4131746	-6.4131746	accessible_not_acetylated	-0.81322145	0.49415588
chr10	103855406	0.0	6.410721	-6.410721	accessible_not_acetylated	-3.1317053	0.6384206
chr18	63016441	0.0	6.4106083	-6.4106083	accessible_not_acetylated	-0.7094364	0.7854638
chr21	34459644	0.0	6.407039	-6.407039	accessible_not_acetylated	-1.0834899	2.4367318
chr18	47260524	0.0	6.404092	-6.404092	accessible_not_acetylated	-0.91458035	1.9185553
chr18	34661678	0.0	6.4039965	-6.4039965	accessible_not_acetylated	0.07071686	1.0193615
chr12	83823831	0.0	6.4028597	-6.4028597	accessible_not_acetylated	0.97660923	0.9863925
chr17	41055211	0.0	6.4006853	-6.4006853	accessible_not_acetylated	-1.1989913	0.12201738
chr21	44612078	0.0	6.3991456	-6.3991456	accessible_not_acetylated	0.06628275	0.96691084
chr22	30920498	0.0	6.398707	-6.398707	accessible_not_acetylated	-1.1219821	0.96198034
chr8	100145871	0.0	6.3957386	-6.3957386	accessible_not_acetylated	-1.834271	2.8391018
chr12	94148722	0.0	6.3915477	-6.3915477	accessible_not_acetylated	-3.7033675	1.3558698
chr17	10227031	0.0	6.3900414	-6.3900414	accessible_not_acetylated	-0.31214857	1.541482
chr8	64580237	0.0	6.3880258	-6.3880258	accessible_not_acetylated	-1.2742252	1.969729
chr12	129903667	0.0	6.3818517	-6.3818517	accessible_not_acetylated	-3.1844847	-0.23704338
chr6	161327563	0.0	6.3808765	-6.3808765	accessible_not_acetylated	-0.20392609	0.7628913
chr22	24918576	0.0	6.3750563	-6.3750563	accessible_not_acetylated	0.41195154	2.9052467
chr8	123737426	0.0	6.3727646	-6.3727646	accessible_not_acetylated	-0.58276224	1.1099029
chr6	55579214	0.0	6.372048	-6.372048	accessible_not_acetylated	-0.87914896	2.0202184
chr6	168968393	0.0	6.3627143	-6.3627143	accessible_not_acetylated	1.6179972	2.4672027
chr20	9028565	0.0	6.3596773	-6.3596773	accessible_not_acetylated	0.05148983	0.5489292
chr8	105906612	0.0	6.3574433	-6.3574433	accessible_not_acetylated	-1.1498094	-1.1086516
chr12	67193895	0.0	6.3572445	-6.3572445	accessible_not_acetylated	0.18675852	0.7348938
chr12	52493397	0.0	6.3567395	-6.3567395	accessible_not_acetylated	0.091254234	1.0880327
chr20	52150833	0.0	6.354619	-6.354619	accessible_not_acetylated	-0.34340477	0.6461086
chr12	119303380	0.0	6.344559	-6.344559	accessible_not_acetylated	-0.033649445	1.6233907
chr6	116829057	0.0	6.3432183	-6.3432183	accessible_not_acetylated	0.38505602	1.5519309
chr8	12362018	0.0	6.331331	-6.331331	accessible_not_acetylated	-3.5685215	1.6391301
chr6	165440128	0.0	6.3215513	-6.3215513	accessible_not_acetylated	-0.0924263	1.5605288
chr17	9021541	0.0	6.3196335	-6.3196335	accessible_not_acetylated	-3.9172184	1.9167194
chr17	52158772	0.0	6.3130116	-6.3130116	accessible_not_acetylated	-2.80063	2.3398347
chr6	72218313	0.0	6.3129516	-6.3129516	accessible_not_acetylated	-0.15364933	1.3333983
chr8	12089337	0.0	6.2931585	-6.2931585	accessible_not_acetylated	-0.063925266	1.6508737
chr8	2354793	0.0	6.291792	-6.291792	accessible_not_acetylated	-0.55817986	0.73234224
chr21	45401237	0.0	6.2906694	-6.2906694	accessible_not_acetylated	-0.2985158	0.8647423
chr8	7416832	0.0	6.2882752	-6.2882752	accessible_not_acetylated	0.5363865	0.93600416
chr20	20864557	0.0	6.2829294	-6.2829294	accessible_not_acetylated	0.53756046	1.5881419
chr10	38366105	0.0	6.279339	-6.279339	accessible_not_acetylated	0.7276077	1.7645454
chr10	118595648	0.0	6.269066	-6.269066	accessible_not_acetylated	-1.4874387	2.225254
chr7	21526224	0.0	6.2634215	-6.2634215	accessible_not_acetylated	-0.017500877	1.3947244
chr8	7847879	0.0	6.248306	-6.248306	accessible_not_acetylated	-0.079824924	1.3468537
chr10	7703272	0.0	6.247593	-6.247593	accessible_not_acetylated	-0.19563532	1.5065589
chr12	5043918	0.0	6.2445326	-6.2445326	accessible_not_acetylated	-1.945694	1.0913434
chr6	129981793	0.0	6.2428675	-6.2428675	accessible_not_acetylated	-0.27940655	0.8493891
chr10	9343051	0.0	6.240549	-6.240549	accessible_not_acetylated	-0.51783943	1.3035989
chr10	81978434	0.0	6.2397404	-6.2397404	accessible_not_acetylated	-0.37005615	0.5066452
chr8	75257455	0.0	6.23086	-6.23086	accessible_not_acetylated	-0.5524273	-0.18688345
chr12	81078017	0.0	6.2269077	-6.2269077	accessible_not_acetylated	-0.70587206	1.7207527
chr8	82443672	0.0	6.2212625	-6.2212625	accessible_not_acetylated	-0.75250053	1.525115
chr6	38034507	0.0	6.2211537	-6.2211537	accessible_not_acetylated	0.118441105	0.6713133
chr8	74965951	0.0	6.2146015	-6.2146015	accessible_not_acetylated	-0.19847107	1.3255711
chr22	11796161	0.0	6.213409	-6.213409	accessible_not_acetylated	-0.73284435	1.3618865
chr12	128440639	0.0	6.2098923	-6.2098923	accessible_not_acetylated	0.37672424	0.97924995
chr17	12342829	0.0	6.198795	-6.198795	accessible_not_acetylated	0.8190136	1.3075223
chr7	71132536	0.0	6.1897426	-6.1897426	accessible_not_acetylated	-2.083624	2.1518273
chr21	26573404	0.0	6.1863556	-6.1863556	accessible_not_acetylated	-0.6750355	2.3384638
chr6	71420886	0.0	6.179877	-6.179877	accessible_not_acetylated	-1.2382522	3.5973763
chr12	133235836	0.0	6.175685	-6.175685	accessible_not_acetylated	-3.8961136	1.2419963
chr6	92644520	0.0	6.1647735	-6.1647735	accessible_not_acetylated	-0.49765587	1.440959
chr20	5403092	0.0	6.1621413	-6.1621413	accessible_not_acetylated	-0.4265232	1.0992365
chr12	130161678	0.0	6.155336	-6.155336	accessible_not_acetylated	-2.792432	2.8079228
chr12	29784759	0.0	6.14758	-6.14758	accessible_not_acetylated	-1.4958358	1.8068562
chr7	55415377	1.0986123	7.237083	-6.1384706	accessible_not_acetylated	-0.5307236	-0.34157705
chr7	83411194	0.0	6.131252	-6.131252	accessible_not_acetylated	-0.29636478	-0.88857555
chr7	19145421	0.0	6.1217637	-6.1217637	accessible_not_acetylated	0.10169983	3.1974921
chr20	39886218	0.0	6.121236	-6.121236	accessible_not_acetylated	-0.20251656	2.149005
chr21	44646413	0.0	6.117401	-6.117401	accessible_not_acetylated	-0.6820922	0.9512119
chr12	52473785	0.0	6.116676	-6.116676	accessible_not_acetylated	-0.14179945	1.1124768
chr6	32637405	0.0	6.1086097	-6.1086097	accessible_not_acetylated	-0.4098463	1.1714773
chr8	64567814	0.0	6.097201	-6.097201	accessible_not_acetylated	-0.9577217	0.31014252
chr10	106795813	0.0	6.086499	-6.086499	accessible_not_acetylated	0.2520194	0.95275354
chr6	101398984	0.0	6.0856004	-6.0856004	accessible_not_acetylated	0.54655933	2.3103442
chr8	128564679	0.0	6.0832925	-6.0832925	accessible_not_acetylated	0.48213434	1.892715
chr12	187802	0.0	6.071926	-6.071926	accessible_not_acetylated	-0.36784124	1.7448993
chr10	12656717	0.0	6.070157	-6.070157	accessible_not_acetylated	-0.68077135	0.21993542
chr18	33578576	0.0	6.0646315	-6.0646315	accessible_not_acetylated	-1.7696185	1.6466866
chr8	144655528	0.0	6.0628333	-6.0628333	accessible_not_acetylated	-0.33352423	1.7032218
chr8	103500747	0.0	6.0622063	-6.0622063	accessible_not_acetylated	-2.6211581	2.8701487
chr10	17052057	0.0	6.0520544	-6.0520544	accessible_not_acetylated	-0.92549515	0.5684619
chr12	43957935	0.0	6.0516357	-6.0516357	accessible_not_acetylated	0.31896496	1.0278053
chr7	81770198	0.0	6.0391374	-6.0391374	accessible_not_acetylated	-0.33627653	2.2425408
chr8	35235456	0.0	6.0255117	-6.0255117	accessible_not_acetylated	-2.654004	3.9743156
chr21	18499986	0.0	6.019827	-6.019827	accessible_not_acetylated	-0.6492262	-0.5546675
chr8	101632709	0.0	6.016138	-6.016138	accessible_not_acetylated	0.80711794	1.1418381
chr12	44931190	0.0	6.0147533	-6.0147533	accessible_not_acetylated	-0.113348484	1.4053998
chr17	8991708	0.0	6.0062056	-6.0062056	accessible_not_acetylated	0.122279644	1.9015808
chr8	15391516	0.0	6.0043483	-6.0043483	accessible_not_acetylated	0.05548811	1.9494624
chr12	10178957	0.0	6.001115	-6.001115	accessible_not_acetylated	0.5106945	1.8807983
chr12	8390752	0.0	6.000615	-6.000615	accessible_not_acetylated	-1.2953987	1.2551517
chr20	19212645	0.0	5.9961524	-5.9961524	accessible_not_acetylated	-3.7943835	1.4018598
chr20	10065336	0.0	5.995458	-5.995458	accessible_not_acetylated	0.32747602	1.9896564
chr20	11917864	0.0	5.9904017	-5.9904017	accessible_not_acetylated	0.102983	2.1012006
chr10	43266919	0.0	5.9749546	-5.9749546	accessible_not_acetylated	-3.3372464	-1.0330029
chr12	44775011	0.0	5.968483	-5.968483	accessible_not_acetylated	0.16389465	0.75030756
chr17	8039039	0.0	5.944837	-5.944837	accessible_not_acetylated	-1.9328499	1.6539593
chr8	12601482	0.0	5.927181	-5.927181	accessible_not_acetylated	0.020462513	2.0659003
chr12	3491197	0.0	5.919267	-5.919267	accessible_not_acetylated	-1.935631	2.817103
chr10	93511496	0.0	5.9179726	-5.9179726	accessible_not_acetylated	-0.6065154	0.99571466
chr10	108544701	0.0	5.916869	-5.916869	accessible_not_acetylated	-0.50858927	1.5631061
chr6	112780684	0.0	5.915267	-5.915267	accessible_not_acetylated	-0.44840908	1.1156516
chr10	120634769	0.0	5.9052305	-5.9052305	accessible_not_acetylated	-0.12188816	1.437109
chr12	10435980	0.0	5.9050922	-5.9050922	accessible_not_acetylated	-0.22963762	0.85815334
chr17	12256587	0.0	5.8912835	-5.8912835	accessible_not_acetylated	-0.061368942	1.3877053
chr6	136993231	0.0	5.8906226	-5.8906226	accessible_not_acetylated	0.65353346	2.4575887
chr10	104925430	0.0	5.873602	-5.873602	accessible_not_acetylated	-0.68223	0.8635721
chr20	32483582	0.0	5.870293	-5.870293	accessible_not_acetylated	-4.236603	1.3019414
chr17	136693	0.0	5.8688607	-5.8688607	accessible_not_acetylated	1.7391429	3.430367
chr18	54647387	0.0	5.861986	-5.861986	accessible_not_acetylated	-0.4674716	0.72695065
chr22	29720354	0.0	5.8612924	-5.8612924	accessible_not_acetylated	-3.3464599	0.3128023
chr6	71534028	0.0	5.8545537	-5.8545537	accessible_not_acetylated	-1.1043291	-0.7297077
chr7	28958413	0.0	5.8536363	-5.8536363	accessible_not_acetylated	-0.9318161	1.8523564
chr7	159144957	0.0	5.8491063	-5.8491063	accessible_not_acetylated	-3.602363	2.4780507
chr22	35717871	0.0	5.837586	-5.837586	accessible_not_acetylated	-0.35515213	1.8780861
chr6	95280862	0.0	5.8291483	-5.8291483	accessible_not_acetylated	-0.2795415	0.8215437
chr8	111236203	0.0	5.826344	-5.826344	accessible_not_acetylated	0.15842295	1.9669619
chr7	37853705	0.0	5.82348	-5.82348	accessible_not_acetylated	-0.11587334	0.9651637
chr8	4875531	0.0	5.818251	-5.818251	accessible_not_acetylated	-0.569149	0.99035406
chr10	103752878	0.0	5.8137293	-5.8137293	accessible_not_acetylated	-0.8037834	1.710732
chr12	74415869	0.0	5.811157	-5.811157	accessible_not_acetylated	0.08292389	0.08060217
chr10	104641100	0.0	5.769801	-5.769801	accessible_not_acetylated	-2.9121501	1.5823174
chr8	144665765	0.0	5.763892	-5.763892	accessible_not_acetylated	-0.1361475	1.3233232
chr12	10562504	0.0	5.7629175	-5.7629175	accessible_not_acetylated	0.10471487	0.80138683
chr17	70524380	0.0	5.7585664	-5.7585664	accessible_not_acetylated	0.22021914	1.5815225
chr18	14946266	0.0	5.758195	-5.758195	accessible_not_acetylated	0.17703533	2.0926237
chr6	95092018	0.0	5.752411	-5.752411	accessible_not_acetylated	-0.4237213	1.5240555
chr10	11462	0.0	5.7486534	-5.7486534	accessible_not_acetylated	-2.0056386	1.8968892
chr6	77457931	0.0	5.7448173	-5.7448173	accessible_not_acetylated	-0.21307516	1.8131323
chr22	32193479	0.0	5.7423496	-5.7423496	accessible_not_acetylated	-0.12698174	1.7859926
chr8	139703056	0.0	5.7410555	-5.7410555	accessible_not_acetylated	-3.7170463	1.7529426
chr17	6070613	0.0	5.740122	-5.740122	accessible_not_acetylated	-3.0058324	-0.59952307
chr18	46757169	0.0	5.7368383	-5.7368383	accessible_not_acetylated	-2.944756	2.584834
chr12	9940551	0.0	5.721182	-5.721182	accessible_not_acetylated	-0.22198153	1.3269272
chr12	80412553	0.0	5.7066946	-5.7066946	accessible_not_acetylated	-1.0283647	0.30546474
chr17	9965811	0.0	5.7056737	-5.7056737	accessible_not_acetylated	-0.92949533	1.2360563
chr8	12182792	0.0	5.697806	-5.697806	accessible_not_acetylated	1.6882005	2.4138036
chr12	55320599	0.0	5.69545	-5.69545	accessible_not_acetylated	0.32972765	1.4932051
chr7	15562015	0.0	5.6951776	-5.6951776	accessible_not_acetylated	-0.3972559	2.0808272
chr21	30430275	0.0	5.6857963	-5.6857963	accessible_not_acetylated	0.16632843	1.9328861
chr21	16419202	0.0	5.680377	-5.680377	accessible_not_acetylated	0.5331249	3.2773237
chr20	46524168	0.0	5.676247	-5.676247	accessible_not_acetylated	0.3339815	1.9183607
chr12	21170081	0.0	5.6693597	-5.6693597	accessible_not_acetylated	0.38682795	1.1129055
chr18	74409447	0.0	5.6665735	-5.6665735	accessible_not_acetylated	-0.16676044	1.9405684
chr8	120812069	1.609438	7.2563396	-5.6469016	accessible_not_acetylated	-2.170793	1.1153188
chr20	15709197	0.0	5.642279	-5.642279	accessible_not_acetylated	-1.6350403	0.80505943
chr12	130162458	0.0	5.639797	-5.639797	accessible_not_acetylated	-3.7213712	1.3402843
chr18	74457268	0.0	5.6350126	-5.6350126	accessible_not_acetylated	-2.7153206	1.2377205
chr7	51188151	1.7917595	7.411368	-5.6196084	accessible_not_acetylated	-0.3388033	0.5084305
chr10	56035720	0.0	5.617526	-5.617526	accessible_not_acetylated	0.70677423	1.8981314
chr18	47283681	0.0	5.6110907	-5.6110907	accessible_not_acetylated	-0.21519661	1.3047037
chr12	90945244	0.0	5.605981	-5.605981	accessible_not_acetylated	-0.38334846	-0.1079545
chr8	64380087	1.609438	7.1979175	-5.5884795	accessible_not_acetylated	0.1768198	2.273378
chr17	12667530	0.0	5.585337	-5.585337	accessible_not_acetylated	1.0489206	2.7546296
chr8	141445086	2.7725887	8.346805	-5.574216	accessible_not_acetylated	-0.9116392	-0.8648696
chr7	40979939	0.0	5.5580792	-5.5580792	accessible_not_acetylated	0.8137603	2.9303803
chr20	7094620	0.0	5.5532017	-5.5532017	accessible_not_acetylated	-0.18258762	1.2625928
chr22	15690025	0.0	5.551908	-5.551908	accessible_not_acetylated	0.6137452	1.8508811
