chr	center	observed_log	atac_pred_log	true_residual	class	K562seq_to_GM_residual	K562mm_to_GM_residual	K562resSeq_to_GM_residual	K562resMM_to_GM_residual
chr12	52059612	0.6931472	3.567794	-2.874647	accessible_not_acetylated	-1.2215314	0.9027283	-0.2506044	0.31378722
chr6	32579103	0.0	2.872438	-2.872438	accessible_not_acetylated	-0.5847473	1.2024422	0.1019125	-0.17111611
chr8	93884578	0.0	2.8697917	-2.8697917	accessible_not_acetylated	-0.8063183	0.8059356	0.047924757	0.1669612
chr12	15689076	1.3862944	4.2550592	-2.8687649	accessible_not_acetylated	-1.7337823	0.56330633	-0.1208601	-0.020894527
chr6	53811365	0.6931472	3.5611448	-2.8679976	accessible_not_acetylated	0.08616185	2.0778413	0.4427719	1.5333757
chr10	79068995	1.609438	4.475466	-2.8660278	accessible_not_acetylated	-1.5002284	-0.589206	-1.04737	-1.3277986
chr18	67516810	1.3862944	4.2499175	-2.8636231	accessible_not_acetylated	-0.58221483	-0.97157884	-0.68851733	-1.2344103
chr18	4449022	1.3862944	4.247411	-2.8611164	accessible_not_acetylated	-2.264354	0.63007355	0.04023218	0.091947556
chr10	2700850	0.0	2.8599339	-2.8599339	accessible_not_acetylated	-0.55777216	0.8735244	0.043538094	0.33968258
chr10	73910589	1.7917595	4.6501245	-2.858365	accessible_not_acetylated	-2.3089743	-0.035870552	-0.37424755	-0.4079733
chr10	6207899	0.6931472	3.5511827	-2.8580356	accessible_not_acetylated	-0.83019185	1.1132679	0.31197786	0.36905193
chr10	43205260	0.6931472	3.5483108	-2.8551636	accessible_not_acetylated	-1.3650813	-0.46854043	-0.82616854	-0.36194873
chr20	3239681	0.6931472	3.547864	-2.8547168	accessible_not_acetylated	0.58819485	-0.80271935	-0.7238474	-0.8655362
chr6	165486406	0.6931472	3.5458508	-2.8527036	accessible_not_acetylated	-0.2828474	1.6070776	0.28439784	0.867609
chr6	53794681	2.5649493	5.4170227	-2.8520734	accessible_not_acetylated	-2.3289297	0.01927805	-1.0830407	-0.5205698
chr6	138693396	1.3862944	4.23643	-2.8501358	accessible_not_acetylated	-1.0691617	-0.19641638	-1.1140232	-0.91789055
chr6	155085992	0.0	2.8491926	-2.8491926	accessible_not_acetylated	0.18763256	0.5027375	0.35474062	0.43972516
chr7	82050932	1.0986123	3.9452982	-2.846686	accessible_not_acetylated	-1.6207352	0.2154603	0.051427364	0.05016303
chr12	24085053	0.0	2.845924	-2.845924	accessible_not_acetylated	-0.23890042	1.1548681	0.23070788	0.6088228
chr18	36460205	0.0	2.8446336	-2.8446336	accessible_not_acetylated	-0.42619944	0.71197176	0.17562866	0.15407062
chr7	34756145	1.609438	4.453547	-2.844109	accessible_not_acetylated	-2.1537833	0.5473137	-0.10805893	0.18648863
chr7	120988851	0.6931472	3.5367603	-2.8436131	accessible_not_acetylated	-0.9099674	0.09069204	-0.24486542	-0.19134402
chr17	39668510	0.0	2.8426566	-2.8426566	accessible_not_acetylated	-0.13944411	-0.7669673	-1.0442411	-1.5453291
chr22	21467169	0.0	2.8424306	-2.8424306	accessible_not_acetylated	-0.73693347	0.22434902	-0.5248904	-0.60469365
chr17	31558931	0.0	2.8413382	-2.8413382	accessible_not_acetylated	0.17081094	-0.53792715	-0.50713515	-0.5257075
chr10	47384356	0.0	2.8390727	-2.8390727	accessible_not_acetylated	-0.07319403	-0.9045663	-1.0056571	-1.5358466
chr12	57214430	1.0986123	3.9367452	-2.8381329	accessible_not_acetylated	-1.9355454	-0.67884636	-0.5332532	-0.49745417
chr6	149941936	0.6931472	3.5305433	-2.8373961	accessible_not_acetylated	0.4110253	0.08112478	-0.2831738	-0.11638284
chr20	45406329	0.0	2.835358	-2.835358	accessible_not_acetylated	0.5390737	-0.961169	-1.1237557	-1.1888918
chr21	23472104	0.6931472	3.528407	-2.83526	accessible_not_acetylated	-1.6809614	-0.04991293	-0.09735274	-0.10016346
chr12	113130566	0.0	2.8344564	-2.8344564	accessible_not_acetylated	-0.42943192	0.013709545	-0.49914718	-0.36546087
chr7	27151006	1.0986123	3.932363	-2.8337507	accessible_not_acetylated	-0.2523961	0.16149378	-0.2148838	-0.3273456
chr10	18409935	1.3862944	4.2195435	-2.833249	accessible_not_acetylated	-1.5308828	0.7013941	0.0324111	0.15133572
chr7	122619831	0.6931472	3.5244884	-2.8313413	accessible_not_acetylated	-1.1005142	0.5287895	0.086037636	0.10915947
chr7	100896087	0.6931472	3.5233774	-2.8302302	accessible_not_acetylated	-0.3863461	-0.10364342	-0.41822958	-0.89617586
chr7	520117	1.0986123	3.9273992	-2.8287868	accessible_not_acetylated	-2.1042013	-0.9276571	-1.2978334	-1.3986683
chr17	47694106	1.3862944	4.213705	-2.8274107	accessible_not_acetylated	-1.0612776	-0.33271313	-0.67546535	-1.168448
chr12	90065385	0.0	2.8261213	-2.8261213	accessible_not_acetylated	-0.06104684	0.46902704	0.22852635	0.2995038
chr12	68844570	0.0	2.824366	-2.824366	accessible_not_acetylated	0.33447194	0.704741	-0.10061383	-0.023349524
chr8	72537390	0.0	2.8224535	-2.8224535	accessible_not_acetylated	-0.14172912	-1.5683259	-0.9294617	-1.765317
chr10	59176587	0.0	2.8199186	-2.8199186	accessible_not_acetylated	-0.18353772	-1.0810713	-0.788599	-1.6000535
chr10	123835875	1.3862944	4.203583	-2.8172884	accessible_not_acetylated	-1.9517689	0.77697754	-0.07046461	0.22782183
chr12	131682551	0.0	2.8131511	-2.8131511	accessible_not_acetylated	0.19308138	0.029521227	-0.12280178	0.04199505
chr7	125423936	0.0	2.8052406	-2.8052406	accessible_not_acetylated	-1.1117871	1.1696639	0.041140556	0.852263
chr6	2903075	1.9459102	4.7489986	-2.8030884	accessible_not_acetylated	-2.142466	-0.36597013	-0.91866016	-0.77240944
chr21	44133611	0.0	2.801114	-2.801114	accessible_not_acetylated	2.1419587	0.66179085	-0.08764005	-0.22784281
chr21	43427132	0.0	2.800161	-2.800161	accessible_not_acetylated	0.37259197	0.76157355	-1.0593524	-0.17169309
chr7	142854312	1.9459102	4.745597	-2.7996867	accessible_not_acetylated	-0.74151754	0.81971073	-0.4021225	0.04527092
chr7	2689987	1.609438	4.408846	-2.799408	accessible_not_acetylated	-1.6308069	0.72656393	-0.38997412	0.36661005
chr17	47851153	0.0	2.7981954	-2.7981954	accessible_not_acetylated	0.3503139	-1.0342561	-0.49689054	-1.4906757
chr17	3892394	1.3862944	4.1837196	-2.7974253	accessible_not_acetylated	-1.1629524	-0.6280699	-0.9085603	-1.1452627
chr17	74987581	0.0	2.7961006	-2.7961006	accessible_not_acetylated	-0.77829456	-0.16047382	-0.980762	-0.34095812
chr20	6770694	1.0986123	3.892411	-2.7937987	accessible_not_acetylated	-0.37127113	0.21818042	-0.17746258	-0.24420905
chr20	3173439	1.609438	4.401714	-2.792276	accessible_not_acetylated	-1.6109502	-0.6544788	-1.172698	-0.8385682
chr18	79396608	1.3862944	4.1777644	-2.79147	accessible_not_acetylated	-1.4763327	-0.67500234	-1.1355004	-1.3051407
chr10	33594728	0.6931472	3.4844642	-2.791317	accessible_not_acetylated	-0.95261884	0.9934325	0.21165824	0.5957761
chr20	45407031	0.0	2.7901013	-2.7901013	accessible_not_acetylated	1.0430298	-0.8324411	-0.6077287	-0.94342947
chr7	90154416	1.609438	4.39419	-2.784752	accessible_not_acetylated	-1.5652795	-0.23398495	-0.2571845	0.15131521
chr10	29633428	1.0986123	3.8817425	-2.7831302	accessible_not_acetylated	-1.7850456	0.6153841	-0.1503067	-0.20871568
chr20	46021988	0.6931472	3.4741297	-2.7809825	accessible_not_acetylated	0.12822318	-0.91486	-0.9038937	-0.88888764
chr17	57956254	1.3862944	4.1653767	-2.7790823	accessible_not_acetylated	-1.3808722	0.613183	-0.19381833	0.33574057
chr12	57215853	1.0986123	3.8754272	-2.776815	accessible_not_acetylated	-1.2661858	0.5880027	-0.60903597	-0.45483136
chr17	38257337	1.609438	4.385583	-2.776145	accessible_not_acetylated	-0.87990904	-0.029122353	-0.7098136	-0.4119525
chr10	6580363	0.6931472	3.4682014	-2.7750542	accessible_not_acetylated	-1.1432405	-0.042699337	-1.123524	-1.2415771
chr18	4416948	0.0	2.774275	-2.774275	accessible_not_acetylated	-0.95426893	0.8543856	-0.00988555	0.2205913
chr18	79394031	1.3862944	4.159735	-2.7734408	accessible_not_acetylated	-1.5260105	-0.26298594	-0.76704836	-0.7579117
chr18	23662160	0.0	2.7699366	-2.7699366	accessible_not_acetylated	-0.8465413	-0.33224773	-0.5962777	-0.5797384
chr6	162727850	1.3862944	4.1557493	-2.769455	accessible_not_acetylated	1.7444911	-0.09992123	-0.17420554	-0.21947384
chr12	117106036	0.6931472	3.460156	-2.7670088	accessible_not_acetylated	-1.349329	0.84473324	-0.19361305	0.7612004
chr12	131828396	0.0	2.7662125	-2.7662125	accessible_not_acetylated	-0.973809	-1.3827997	-1.2067472	-1.7061688
chr20	46022955	0.0	2.7659438	-2.7659438	accessible_not_acetylated	-0.3575008	0.33315134	-0.61853576	-0.650151
chr7	36153135	1.609438	4.373418	-2.76398	accessible_not_acetylated	-1.2473073	-0.5272865	-0.95316625	-1.2872107
chr20	6838260	2.1972246	4.959165	-2.7619405	accessible_not_acetylated	-2.2651389	1.2280316	0.5710969	0.67022705
chr7	34748227	1.0986123	3.8602977	-2.7616854	accessible_not_acetylated	-1.059804	0.7248974	0.18773031	0.50551414
chr7	82078956	0.0	2.760706	-2.760706	accessible_not_acetylated	-0.34267855	1.2703476	0.086879015	0.47729468
chr17	76586113	0.6931472	3.4535549	-2.7604077	accessible_not_acetylated	-1.6016667	-0.9737499	-1.1785932	-1.6516556
chr7	42237019	0.0	2.7594824	-2.7594824	accessible_not_acetylated	0.84281206	-1.2856082	-1.0632738	-1.0673145
chr8	23145831	0.0	2.7588277	-2.7588277	accessible_not_acetylated	-0.274503	0.87540483	-0.11115718	0.00085783005
chr17	61410986	0.6931472	3.4507663	-2.7576191	accessible_not_acetylated	-0.14098072	-0.93918586	-0.89976907	-0.8479061
chr7	36367266	0.6931472	3.4493237	-2.7561765	accessible_not_acetylated	0.9588227	0.5964575	0.43843675	0.07938433
chr10	75409119	1.0986123	3.8506958	-2.7520835	accessible_not_acetylated	-0.97075367	-0.6814413	-0.87416816	-1.2298286
chr17	32319653	0.6931472	3.4440875	-2.7509403	accessible_not_acetylated	-1.3518143	-0.041965485	-0.5661192	-0.116565466
chr12	52060282	0.6931472	3.439875	-2.7467277	accessible_not_acetylated	-1.2554624	1.2491686	-0.24751735	0.5241072
chr21	45643358	1.7917595	4.537976	-2.7462163	accessible_not_acetylated	-0.2552309	-2.4112844	-1.7353773	-1.8327229
chr12	52058603	0.0	2.7446961	-2.7446961	accessible_not_acetylated	-0.6973777	0.97459936	-0.4069867	-0.20987153
chr12	57242986	1.7917595	4.534421	-2.7426615	accessible_not_acetylated	-0.9109633	-0.037992	-0.9926932	-0.42853546
chr12	53996785	0.0	2.741166	-2.741166	accessible_not_acetylated	0.15153837	-0.34864426	-0.5336156	-0.36526537
chr10	18312926	0.0	2.7393422	-2.7393422	accessible_not_acetylated	-0.33691072	-0.09725189	-0.034438133	0.15526557
chr10	70991401	0.0	2.7378926	-2.7378926	accessible_not_acetylated	-0.012291908	0.391989	-0.17307067	0.06473708
chr6	127118902	0.0	2.7378774	-2.7378774	accessible_not_acetylated	0.0504086	-1.3362645	-1.0693885	-0.9764452
chr8	106081226	0.0	2.7372985	-2.7372985	accessible_not_acetylated	-0.38311553	0.59147215	-0.059021473	-0.013906002
chr22	24421604	0.0	2.7365336	-2.7365336	accessible_not_acetylated	-0.68776035	-0.635684	-0.55352235	-0.4187553
chr8	23219607	2.3025851	5.0388627	-2.7362776	accessible_not_acetylated	-2.7364628	0.50508213	-0.067364216	-0.09185648
chr7	11726460	0.0	2.734964	-2.734964	accessible_not_acetylated	-0.9863503	0.74552584	-0.07518053	0.20024419
chr18	57058060	1.0986123	3.8333306	-2.7347183	accessible_not_acetylated	-1.863244	1.1507058	-0.03963685	0.41292
chr7	83162900	0.0	2.7312694	-2.7312694	accessible_not_acetylated	-0.37065125	-0.3542819	-0.71783996	-1.1900675
chr8	29343358	1.3862944	4.1130276	-2.7267332	accessible_not_acetylated	-2.1066048	0.570323	-0.40665984	-0.424232
chr12	54036919	0.0	2.7220707	-2.7220707	accessible_not_acetylated	0.21953344	0.55832195	-0.42260814	-0.1833601
chr7	73424184	1.0986123	3.81946	-2.7208476	accessible_not_acetylated	-1.812038	-0.19810057	-1.0147836	-0.78926134
chr20	55117563	1.0986123	3.8192692	-2.7206569	accessible_not_acetylated	-1.759512	-0.11159563	-0.1322	-0.3943751
chr17	65712638	1.3862944	4.1006265	-2.714332	accessible_not_acetylated	-1.50593	1.6559658	0.30665493	0.24731827
chr7	39293812	0.0	2.7139664	-2.7139664	accessible_not_acetylated	0.67520356	0.76773596	0.43456483	0.02701807
chr22	20016851	0.6931472	3.4061155	-2.7129683	accessible_not_acetylated	0.2642517	-0.67828035	-0.80011153	-1.2783835
chr6	3457038	0.6931472	3.4043002	-2.711153	accessible_not_acetylated	-1.5889089	-1.4109082	-1.5366701	-1.4515954
chr6	29976634	0.6931472	3.4040046	-2.7108574	accessible_not_acetylated	-0.65559363	0.1088326	-0.4204421	-0.32495618
chr6	155089050	1.0986123	3.8038821	-2.7052698	accessible_not_acetylated	-0.9816258	0.69202566	0.040491343	0.28288937
chr8	106270174	1.7917595	4.495414	-2.7036543	accessible_not_acetylated	-1.1571677	-0.8758571	-1.1719847	-0.7397065
chr17	16492191	0.0	2.70198	-2.70198	accessible_not_acetylated	-1.1935142	-1.5714543	-1.1005768	-1.1792455
chr18	4443326	0.0	2.7012198	-2.7012198	accessible_not_acetylated	-0.18942952	0.5435047	-0.0032770634	0.15999532
chr12	65121566	0.0	2.7003865	-2.7003865	accessible_not_acetylated	-0.42304397	-0.5873995	-0.8110397	-0.9861026
chr6	150069224	1.0986123	3.7967196	-2.6981072	accessible_not_acetylated	-0.15015793	-0.46926832	-1.1353374	-0.6982508
chr6	53437456	1.7917595	4.4887023	-2.6969428	accessible_not_acetylated	-1.4612222	0.60247564	0.5676942	0.77230024
chr10	49396016	0.0	2.6964083	-2.6964083	accessible_not_acetylated	1.1924684	-1.0288348	-0.84293246	-1.2339981
chr12	48995609	0.0	2.6882308	-2.6882308	accessible_not_acetylated	0.26752162	-0.027045488	-0.24317718	-0.29837108
chr12	26125014	0.6931472	3.3809402	-2.687793	accessible_not_acetylated	0.41751337	-0.12496352	-0.00612998	-0.09170532
chr20	63179250	0.0	2.6869595	-2.6869595	accessible_not_acetylated	0.20282769	-0.40283108	-0.9147401	-0.8027942
chr7	157009390	1.609438	4.2946944	-2.6852565	accessible_not_acetylated	-1.7654743	0.43119717	-0.82877755	-0.045427322
chr6	128520658	0.6931472	3.375475	-2.6823277	accessible_not_acetylated	0.6347375	-0.7685785	-1.0133805	-1.2675219
chr20	21102827	0.0	2.6815758	-2.6815758	accessible_not_acetylated	0.8781636	0.2686882	-0.36157584	-0.9596964
chr10	117478448	0.0	2.6793199	-2.6793199	accessible_not_acetylated	-0.15832448	-0.10453606	0.31187057	0.4174006
chr18	34225042	1.0986123	3.7778509	-2.6792386	accessible_not_acetylated	-0.8405373	-0.34617114	-0.8078468	-0.5712836
chr17	42098648	0.0	2.6789353	-2.6789353	accessible_not_acetylated	-0.13448691	-0.8686174	-0.8692992	-1.0058655
chr12	12891021	0.0	2.6780183	-2.6780183	accessible_not_acetylated	0.32272506	-0.407964	-0.5398271	-0.5513046
chr12	57216752	1.0986123	3.7746842	-2.676072	accessible_not_acetylated	-1.7973604	-0.7237508	-0.88844657	-0.9671948
chr8	54942052	0.6931472	3.3684711	-2.675324	accessible_not_acetylated	-0.87486887	0.1044662	-0.025879145	-0.24316072
chr10	111077031	0.0	2.6747088	-2.6747088	accessible_not_acetylated	-0.6438813	-1.5982774	-1.2273804	-1.702073
chr8	26448462	1.0986123	3.7728772	-2.674265	accessible_not_acetylated	-1.290082	-0.09799743	-0.78100085	-0.6222372
chr6	40252692	1.9459102	4.6191893	-2.673279	accessible_not_acetylated	-2.3580987	0.5209007	0.0060973167	-0.042644024
chr6	53432725	0.6931472	3.3660746	-2.6729274	accessible_not_acetylated	-0.65525603	0.84282255	0.06666136	0.5801146
chr21	31508836	1.3862944	4.058673	-2.6723785	accessible_not_acetylated	-1.3281736	0.77046204	-0.079212904	0.17102861
chr20	14401663	1.609438	4.280628	-2.6711903	accessible_not_acetylated	-3.1348228	-0.042122364	-0.06003046	-0.4484353
chr10	2790991	0.0	2.669412	-2.669412	accessible_not_acetylated	-0.0994935	0.052941084	-0.22356057	-0.46872592
chr10	24715522	0.6931472	3.3599916	-2.6668444	accessible_not_acetylated	-1.5279117	-0.3232057	-0.20850563	-0.10735679
chr6	102501808	1.0986123	3.7652593	-2.666647	accessible_not_acetylated	-2.0788724	0.8259196	-0.1057539	-0.07856488
chr12	104957112	0.6931472	3.3595636	-2.6664164	accessible_not_acetylated	-1.190428	0.39842725	0.014084339	-0.070944786
chr7	27161098	1.3862944	4.050597	-2.6643028	accessible_not_acetylated	-0.82612777	-1.1356349	-0.93725324	-0.45074582
chr17	44315367	0.0	2.6632166	-2.6632166	accessible_not_acetylated	-0.09059477	-0.9502424	-0.7370386	-0.99684787
chr6	157981023	1.3862944	4.0455003	-2.659206	accessible_not_acetylated	-0.58244133	-0.4648714	-0.10125041	-0.50646544
chr10	117005577	0.0	2.658501	-2.658501	accessible_not_acetylated	0.27364588	-0.95934534	-0.4747932	-1.1757066
chr6	119322903	1.7917595	4.4484296	-2.65667	accessible_not_acetylated	-1.9127009	0.34443665	0.09412813	0.24003363
chr7	151008268	1.3862944	4.042791	-2.6564965	accessible_not_acetylated	-1.3624094	-0.7268982	-0.27991867	-0.5344553
chr12	57243815	1.0986123	3.7548766	-2.6562643	accessible_not_acetylated	0.6890712	0.6567445	-0.45745063	0.060092926
chr7	29285575	1.0986123	3.7519703	-2.653358	accessible_not_acetylated	-0.010167599	1.6621656	0.8879657	1.5120134
chr17	65750866	0.6931472	3.345018	-2.6518707	accessible_not_acetylated	-1.0571876	0.88677835	0.035359144	-0.035226583
chr7	25855205	0.0	2.651351	-2.651351	accessible_not_acetylated	-0.1641047	0.5192447	-0.3006358	-0.20866847
chr12	52007723	0.6931472	3.34336	-2.6502128	accessible_not_acetylated	0.0025866032	-1.0655599	-0.6856327	-1.0189781
chr10	21516981	0.6931472	3.3418043	-2.648657	accessible_not_acetylated	-2.0872989	-1.0217862	-1.4133737	-1.8168892
chr10	86355818	0.0	2.6484995	-2.6484995	accessible_not_acetylated	0.037425518	0.29858017	-0.1392715	-0.23639989
chr12	1662052	1.3862944	4.031388	-2.6450934	accessible_not_acetylated	-1.4575667	-1.2207475	-0.69427943	-0.5087466
chr10	59012989	0.0	2.6423101	-2.6423101	accessible_not_acetylated	-0.18109512	0.9038632	0.017898083	0.14344215
chr17	43021639	1.0986123	3.7397928	-2.6411805	accessible_not_acetylated	-0.7127855	0.23958492	0.10923338	0.12050247
chr17	49032537	0.0	2.6407666	-2.6407666	accessible_not_acetylated	-0.09090209	0.5791335	-0.09651613	-0.33594012
chr10	19143301	0.0	2.6402774	-2.6402774	accessible_not_acetylated	-0.81554997	0.48645735	0.004805088	0.24260163
chr10	73911097	1.7917595	4.429406	-2.6376467	accessible_not_acetylated	-2.5883899	-0.07902336	-1.1985276	-0.7740972
chr17	50130410	1.7917595	4.428726	-2.6369667	accessible_not_acetylated	-2.6482844	-0.17121363	-1.0783825	-0.611994
chr10	18400467	2.4849067	5.1213236	-2.636417	accessible_not_acetylated	-2.9712377	0.83660126	-0.15849018	0.3674369
chr20	62825026	0.0	2.6353493	-2.6353493	accessible_not_acetylated	-0.40160108	-0.89821315	-0.929158	-1.1148204
chr17	44968512	0.0	2.6344643	-2.6344643	accessible_not_acetylated	0.092941046	-1.2953242	-0.8226104	-1.0805274
chr7	82049622	1.0986123	3.7323785	-2.6337662	accessible_not_acetylated	-1.1757517	0.7302003	-0.10451436	-0.006023407
chr8	37695733	1.0986123	3.7318215	-2.6332092	accessible_not_acetylated	-1.2913985	-1.5833256	-1.4843938	-1.8110021
chr18	4230629	1.0986123	3.7316191	-2.6330068	accessible_not_acetylated	-2.5035124	0.8430784	-0.037599087	0.121964216
chr12	49346945	0.6931472	3.3254168	-2.6322696	accessible_not_acetylated	-0.15186119	0.12084222	-0.6342175	-0.67829037
chr12	48971802	0.0	2.6296606	-2.6296606	accessible_not_acetylated	-0.6693152	0.28114843	-0.57987833	-0.5976496
chr6	120965997	1.3862944	4.0157614	-2.629467	accessible_not_acetylated	-1.343005	1.4636321	0.24535513	0.87932444
chr12	53477054	0.0	2.6292238	-2.6292238	accessible_not_acetylated	0.02266264	0.6067004	0.01766777	0.3488872
chr22	28977832	1.0986123	3.7247963	-2.626184	accessible_not_acetylated	-1.509382	0.83156157	0.18049455	-0.0019125938
chr10	84196921	0.0	2.6254842	-2.6254842	accessible_not_acetylated	-0.8655665	0.06814742	-0.08507013	-0.36615586
chr12	102958108	2.3025851	4.927948	-2.6253629	accessible_not_acetylated	-2.9022596	-0.016998291	-1.1389041	-0.2750225
chr6	91718367	1.609438	4.2346816	-2.6252437	accessible_not_acetylated	-2.208029	0.47745848	0.21905518	0.10453367
chr17	44920790	1.609438	4.229455	-2.620017	accessible_not_acetylated	-1.443449	0.3975916	-0.019979	-0.007853508
chr6	159169396	0.0	2.619526	-2.619526	accessible_not_acetylated	0.5900912	-1.4199871	-0.8550726	-1.4521002
chr8	206973	0.0	2.619163	-2.619163	accessible_not_acetylated	-1.0154494	-0.9610405	-1.6857474	-0.69255686
chr10	29772907	0.0	2.6177864	-2.6177864	accessible_not_acetylated	-0.27844453	0.5289221	0.09023166	-0.1448915
chr10	60944275	0.0	2.6167326	-2.6167326	accessible_not_acetylated	-0.049657345	-0.79546773	-0.9983485	-1.6745447
chr7	123540147	0.0	2.615141	-2.615141	accessible_not_acetylated	-0.84649265	0.49799538	-0.03548193	0.12707138
chr6	149963316	0.0	2.6140976	-2.6140976	accessible_not_acetylated	0.5436816	-0.24615979	-0.057566643	-0.7865484
chr6	21737080	0.0	2.6139145	-2.6139145	accessible_not_acetylated	0.0956285	0.25122595	0.09767175	0.2471857
chr18	50195204	0.6931472	3.3044736	-2.6113265	accessible_not_acetylated	-0.38423896	-0.5456126	-0.59496474	-0.92394066
