chr	start	end	k27_obs	k27_pred	ATAC.RPM	err	stratum
chr1	2429990	2430490	0.11985	0.02159	0.97741	0.22231	typical (middle 50%)
chr1	2434511	2436139	0.23971	0.03187	1.29681	0.2239	typical (middle 50%)
chr1	2446658	2448557	0.39853	0.09252	4.47908	0.70188	other
chr1	2449516	2450215	0.27966	0.10993	1.46804	0.30987	other
chr1	2452416	2453075	0.11985	0.02743	1.09248	0.26324	other
chr1	2457819	2459148	0.03995	0.04119	1.95469	0.56544	other
chr1	2459666	2461081	0.39853	0.0636	2.76712	0.44176	other
chr1	2466927	2468461	0.23775	0.12164	7.24705	1.10497	over-predicted 1%
chr1	2471408	2471908	0.23971	0.06282	1.27294	0.24694	other
chr1	2473336	2474300	0.2777	0.09643	2.50611	0.51781	other
chr1	2474406	2476037	0.23971	0.08713	4.221	0.78744	other
chr1	2476064	2476564	0.03995	0.03974	0.81915	0.262	other
chr1	2480846	2481552	0.19976	0.05818	1.01384	0.19995	typical (middle 50%)
chr1	2482584	2483899	0.27868	0.14957	3.29966	0.69142	other
chr1	2491837	2492448	0.0	0.03474	0.69108	0.2509	other
chr1	2492996	2495943	0.31961	0.04506	4.16666	0.679	other
chr1	2496685	2497590	0.11985	0.03883	1.45395	0.37351	other
chr1	2500261	2500761	0.07892	0.03487	0.91488	0.25245	other
chr1	2505419	2507330	0.35662	0.08869	5.53909	0.83894	other
chr1	2507410	2508449	0.15882	0.15516	3.07789	0.76172	other
chr1	2514766	2516693	0.31961	0.07261	2.60176	0.48033	other
chr1	2525434	2526889	9.33949	0.93569	19.95412	0.10866	typical (middle 50%)
chr1	2528933	2529683	0.47745	0.12859	2.95306	0.47618	other
chr1	2529995	2530495	0.03995	0.02562	0.74454	0.22224	typical (middle 50%)
chr1	2539026	2539783	0.19878	0.151	3.88417	0.83657	other
chr1	2540832	2541332	1.18677	0.26427	2.22005	0.06988	typical (middle 50%)
chr1	2541529	2542029	5.75075	0.83354	4.5217	-0.34976	other
chr1	2544284	2544784	5.83458	0.56476	4.72555	-0.49804	other
chr1	2545875	2547834	12.33264	1.34142	38.04106	0.43223	other
chr1	2547964	2548464	1.6701	0.97124	6.70629	0.85779	other
chr1	2548673	2549173	3.30221	1.37285	4.2412	0.32614	other
chr1	2554805	2555539	0.0	0.04916	1.79284	0.57715	other
chr1	2555550	2557797	1.5902	0.25772	8.03648	0.53796	other
chr1	2559627	2560127	0.0	0.08701	1.3081	0.49388	other
chr1	2560220	2561136	0.75613	0.21161	3.12056	0.40021	other
chr1	2561316	2562596	0.5174	0.11264	4.36993	0.62602	other
chr1	2566158	2566658	0.03995	0.07499	1.00037	0.35447	other
chr1	2567699	2570194	0.23873	0.04988	2.70691	0.54008	other
chr1	2575465	2577126	0.35956	0.06295	2.08073	0.34415	other
chr1	2578175	2578844	0.5174	0.09536	1.4122	0.112	typical (middle 50%)
chr1	2585101	2586151	10.00395	1.42863	9.22257	-0.17372	typical (middle 50%)
chr1	2586209	2587577	5.03654	0.58386	29.90551	0.6882	other
chr1	2595336	2597335	0.31961	0.04002	2.41142	0.41566	other
chr1	2597464	2598956	0.59632	0.06355	2.28569	0.22428	typical (middle 50%)
chr1	2602537	2603570	0.0799	0.04295	1.09035	0.31392	other
chr1	2604597	2605572	0.11985	0.03882	1.05082	0.26174	other
chr1	2610347	2611669	0.35956	0.22946	8.02446	1.15899	over-predicted 1%
chr1	2623487	2624396	0.03995	0.06285	0.68622	0.23673	other
chr1	2624489	2625807	0.67721	0.08698	1.39624	6e-05	typical (middle 50%)
chr1	2632401	2634309	0.31765	0.02838	1.44248	0.19783	typical (middle 50%)
chr1	2642215	2643790	4.92354	0.6055	15.5428	0.33147	other
chr1	2786014	2787857	0.0799	0.0268	1.8558	0.49263	other
chr1	2800514	2801014	0.11887	0.02707	0.71822	0.14105	typical (middle 50%)
chr1	2801124	2802465	0.1598	0.06504	4.82316	0.90151	other
chr1	2807384	2808088	0.1598	0.03185	0.60513	0.06736	typical (middle 50%)
chr1	2821142	2821870	0.1598	0.01975	0.41609	-0.02247	typical (middle 50%)
chr1	2821878	2822986	0.0	0.02537	1.96736	0.59197	other
chr1	2846803	2848084	0.1598	0.04993	0.74371	0.1363	typical (middle 50%)
chr1	2867780	2868892	0.1598	0.01757	0.97603	0.18288	typical (middle 50%)
chr1	2875617	2876372	0.0799	0.016	1.26447	0.33757	other
chr1	2876750	2877809	0.27966	0.04962	1.0523	0.13914	typical (middle 50%)
chr1	2887726	2889676	0.19976	0.09217	1.53606	0.37515	other
chr1	2907324	2908826	0.11985	0.04132	1.02918	0.25754	other
chr1	2919042	2920313	0.03995	0.03629	0.73684	0.22984	other
chr1	2921977	2922477	0.0	0.01326	0.68501	0.22767	other
chr1	2926445	2928061	0.19976	0.04306	1.69367	0.36669	other
chr1	2932472	2933492	0.27868	0.02631	0.72821	0.0104	typical (middle 50%)
chr1	2968535	2969726	0.0	0.03172	0.66023	0.2365	other
chr1	2972428	2973703	0.1598	0.02974	0.73403	0.11341	typical (middle 50%)
chr1	2979054	2980214	0.19976	0.03636	1.06369	0.19434	typical (middle 50%)
chr1	2982037	2983268	0.03995	0.0271	0.84713	0.25927	other
chr1	3003104	3004303	0.03995	0.02509	0.62561	0.17776	typical (middle 50%)
chr1	3012176	3013498	0.03995	0.02359	1.78193	0.51087	other
chr1	3021081	3022132	0.1598	0.03652	0.8849	0.17193	typical (middle 50%)
chr1	3065821	3067179	0.23971	0.03586	1.43051	0.26298	other
chr1	3068927	3069427	0.03995	0.00246	0.10986	-0.08223	typical (middle 50%)
chr1	3078503	3079681	0.0799	0.04925	0.86446	0.24872	other
chr1	3083069	3083569	0.0799	0.02663	0.81223	0.20924	typical (middle 50%)
chr1	3094361	3095949	0.51936	0.04191	1.26773	0.02223	typical (middle 50%)
chr1	3104971	3106069	0.0	0.02255	0.70264	0.24328	other
chr1	3135325	3136679	0.0799	0.02396	1.02762	0.27657	other
chr1	3166272	3167421	0.1598	0.05046	0.74492	0.13723	typical (middle 50%)
chr1	3170449	3171484	0.3576	0.03406	1.03687	0.06037	typical (middle 50%)
chr1	3172192	3173327	0.35858	0.07209	1.0335	0.09474	typical (middle 50%)
chr1	3185931	3188717	0.47843	0.03423	1.99278	0.2149	typical (middle 50%)
chr1	3197558	3198884	0.23873	0.03486	1.00402	0.14266	typical (middle 50%)
chr1	3205519	3207208	0.19878	0.04433	0.94062	0.16453	typical (middle 50%)
chr1	3240902	3241764	0.11985	0.04448	1.50068	0.39068	other
chr1	3250992	3252483	0.11887	0.03255	0.78499	0.1701	typical (middle 50%)
chr1	3283702	3284686	0.11985	0.04597	1.44578	0.37828	other
chr1	3291647	3292757	0.11985	0.0339	0.79933	0.17552	typical (middle 50%)
chr1	3312840	3313573	1.71692	0.62397	3.11961	0.2566	other
chr1	3319837	3320609	0.71618	0.09404	1.86606	0.09505	typical (middle 50%)
chr1	3322066	3323011	0.51936	0.07762	0.99766	-0.02305	typical (middle 50%)
chr1	3329226	3330383	0.03995	0.03251	0.71665	0.2189	typical (middle 50%)
chr1	3349143	3349643	0.27868	0.03405	0.64498	-0.01282	typical (middle 50%)
chr1	3349653	3350153	0.1978	0.03253	1.01161	0.17636	typical (middle 50%)
chr1	3356137	3356886	0.11985	0.03188	0.70249	0.13911	typical (middle 50%)
chr1	3359761	3361282	0.35956	0.04464	1.2024	0.11777	typical (middle 50%)
chr1	3362473	3363455	0.15882	0.03182	0.7993	0.13928	typical (middle 50%)
chr1	3377516	3379046	0.35956	0.04293	1.50778	0.197	typical (middle 50%)
chr1	3382275	3383388	0.1598	0.03573	0.72755	0.11688	typical (middle 50%)
chr1	3384421	3386178	0.19878	0.04926	1.21738	0.25226	other
chr1	3388860	3390014	0.0799	0.02788	0.78562	0.20125	typical (middle 50%)
chr1	3403915	3406564	0.39951	0.02413	1.90604	0.24163	other
chr1	3413404	3415517	0.83799	0.02283	1.38828	-0.15438	typical (middle 50%)
chr1	3422311	3423062	0.23873	0.04013	0.92622	0.12308	typical (middle 50%)
chr1	3423257	3423903	0.19976	0.04019	0.72415	0.08609	typical (middle 50%)
chr1	3424214	3425376	0.27868	0.07255	2.97092	0.57255	other
chr1	3430764	3432088	0.23971	0.04132	2.31396	0.46132	other
chr1	3439175	3440786	0.23971	0.03129	1.17927	0.19062	typical (middle 50%)
chr1	3452806	3453586	0.43652	0.13011	4.49868	0.71114	other
chr1	3453667	3455273	0.43554	0.19835	7.74012	1.05904	other
chr1	3459971	3460876	0.27868	0.07372	1.31808	0.23844	other
chr1	3462645	3463145	0.15882	0.04607	0.84206	0.16763	typical (middle 50%)
chr1	3463830	3464330	0.1598	0.04935	0.95373	0.20657	typical (middle 50%)
chr1	3466174	3468411	0.1598	0.04199	2.97501	0.64186	other
chr1	3471440	3472575	0.51642	0.04135	1.68306	0.12835	typical (middle 50%)
chr1	3475838	3476338	0.11985	0.05456	0.83014	0.20587	typical (middle 50%)
chr1	3477253	3478678	0.0799	0.09356	2.78837	0.73159	other
chr1	3479959	3480880	0.11985	0.0603	1.81622	0.47971	other
chr1	3482226	3482953	0.03995	0.04947	1.99935	0.5827	other
chr1	3483382	3484299	0.0799	0.06511	2.7356	0.6965	other
chr1	3490919	3492131	0.19976	0.04403	5.06855	0.87342	other
chr1	3494981	3495647	0.47549	0.0613	1.23508	0.06093	typical (middle 50%)
chr1	3497168	3498684	0.27868	0.03471	2.33291	0.42755	other
chr1	3500005	3500706	0.03995	0.04312	1.20215	0.38423	other
chr1	3501810	3502544	0.03995	0.02658	1.3026	0.39603	other
chr1	3509659	3510412	0.03995	0.0195	0.72506	0.20926	typical (middle 50%)
chr1	3518138	3518638	0.0799	0.03205	0.68669	0.1698	typical (middle 50%)
chr1	3519958	3521111	0.03995	0.04765	1.51516	0.47133	other
chr1	3524515	3525528	0.27868	0.115	1.81403	0.3969	other
chr1	3530787	3531715	0.11985	0.09407	6.37234	1.11036	over-predicted 1%
chr1	3531721	3532221	0.11985	0.12588	1.47887	0.46026	other
chr1	3532966	3534368	0.0799	0.07079	4.49522	0.94218	other
chr1	3542001	3542501	0.11985	0.07416	1.09354	0.30803	other
chr1	3542672	3544841	0.67819	0.07887	4.45654	0.50445	other
chr1	3545580	3546080	0.0	0.04569	0.87722	0.32645	other
chr1	3547094	3547867	0.11985	0.09651	1.50229	0.43969	other
chr1	3547891	3548601	0.03995	0.05367	1.07208	0.35638	other
chr1	3553346	3553846	0.0799	0.02512	0.67905	0.16023	typical (middle 50%)
chr1	3564734	3566094	0.1598	0.09344	3.31379	0.74099	other
chr1	3566629	3568056	0.11985	0.06834	2.85197	0.68231	other
chr1	3570669	3571169	0.0799	0.05532	0.65531	0.1804	typical (middle 50%)
chr1	3573331	3574163	0.11985	0.03476	1.04635	0.25647	other
chr1	3575244	3576568	0.35858	0.08899	1.57986	0.25858	other
chr1	3580664	3582049	0.27868	0.04236	0.82146	0.05865	typical (middle 50%)
chr1	3588310	3589072	0.0799	0.02966	1.07421	0.29627	other
chr1	3590317	3591478	0.27966	0.06351	1.93906	0.37593	other
chr1	3592838	3593543	0.0	0.03416	0.88809	0.31896	other
chr1	3594673	3595612	0.11985	0.04754	1.52444	0.39949	other
chr1	3597359	3599322	0.23971	0.04963	3.21659	0.61928	other
chr1	3602678	3603178	0.0	0.0591	1.00319	0.37964	other
chr1	3603555	3605211	1.35834	0.30439	4.28813	0.33451	other
chr1	3611063	3611965	0.03995	0.01723	2.23951	0.59946	other
chr1	3613116	3614091	0.3576	0.10076	1.53395	0.25887	other
chr1	3615086	3615586	0.1978	0.0519	0.98818	0.18765	typical (middle 50%)
chr1	3618301	3619408	0.55932	0.1774	3.88733	0.5967	other
chr1	3624136	3625991	2.98457	0.29562	20.65361	0.68118	other
chr1	3630716	3632249	0.55932	0.04234	1.65015	0.09373	typical (middle 50%)
chr1	3649260	3649760	0.91103	0.22575	1.05425	-0.10621	typical (middle 50%)
chr1	3649849	3650357	1.3076	0.25802	8.16124	0.66227	other
chr1	3651992	3653677	1.74412	0.159	6.9678	0.32012	other
chr1	3657586	3658330	0.1598	0.0661	0.89358	0.20293	typical (middle 50%)
chr1	3666453	3666953	0.11887	0.0922	0.83819	0.24456	other
chr1	3668547	3669526	0.11985	0.08363	3.02907	0.72451	other
chr1	3671767	3672699	0.63824	0.10707	1.82121	0.14355	typical (middle 50%)
chr1	3675799	3677533	0.1598	0.09782	3.03089	0.70274	other
chr1	3678186	3679481	0.47745	0.08595	2.07053	0.28033	other
chr1	3680593	3681483	0.03995	0.10936	2.02439	0.64337	other
chr1	3683539	3684651	0.23775	0.11104	3.55967	0.72643	other
chr1	3686781	3687928	0.1598	0.08583	2.34356	0.57534	other
chr1	3688071	3688845	0.23873	0.16464	2.78429	0.65669	other
chr1	3695549	3697523	0.87598	0.05849	3.06747	0.19101	typical (middle 50%)
chr1	3702466	3703679	0.11985	0.04463	2.06984	0.51852	other
chr1	3705092	3705837	0.19976	0.05556	1.05456	0.20994	typical (middle 50%)
chr1	3707295	3708045	0.23971	0.0345	1.08248	0.16543	typical (middle 50%)
chr1	3714787	3715287	0.03995	0.05918	1.01799	0.34512	other
chr1	3717372	3719113	0.55539	0.14086	7.37033	0.90277	other
chr1	3719992	3720492	0.03995	0.13257	1.52035	0.55055	other
chr1	3721014	3721724	0.11985	0.08126	1.44754	0.41191	other
chr1	3724121	3724828	0.39559	0.08617	2.75304	0.46253	other
chr1	3727016	3728528	0.43848	0.08202	5.51428	0.77184	other
chr1	3729976	3730476	0.03995	0.04215	0.75828	0.24311	other
chr1	3730916	3731416	0.03995	0.04924	0.72571	0.23826	other
chr1	3732817	3733521	0.31667	0.03375	0.89968	0.04726	typical (middle 50%)
chr1	3733811	3734786	0.27868	0.04434	1.04422	0.1324	typical (middle 50%)
chr1	3746071	3747670	5.67183	0.89402	15.16533	0.36339	other
chr1	3752150	3752650	0.19976	0.04877	0.36603	-0.0507	typical (middle 50%)
chr1	3755320	3756254	0.27966	0.06492	1.17893	0.1909	typical (middle 50%)
chr1	3756295	3756795	0.15882	0.08799	1.42174	0.3773	other
chr1	3759677	3760177	0.47745	0.21068	1.52149	0.26638	other
chr1	3760933	3764281	0.83701	0.03366	4.31523	0.35488	other
chr1	3771971	3774366	17.80569	1.24473	35.24417	-0.00017	typical (middle 50%)
chr1	3774779	3776370	13.32259	2.03371	27.87718	0.43184	other
chr1	3785088	3786181	0.7152	0.12082	2.43066	0.2318	other
chr1	3793524	3794024	0.875	0.82477	4.18405	0.8872	other
chr1	3795579	3797120	13.05372	0.38057	16.43929	-0.65056	other
chr1	3797213	3797713	0.63236	0.59597	2.22854	0.5969	other
chr1	3803882	3805915	15.81132	3.13704	8.21357	-0.12958	typical (middle 50%)
chr1	3807684	3808449	0.55735	0.30463	2.95102	0.56814	other
chr1	3810680	3811749	0.31961	0.12558	3.52345	0.67043	other
chr1	3821495	3823341	3.81962	0.16507	2.58733	-0.73485	other
chr1	3856518	3858627	9.17576	1.55253	24.10351	0.51376	other
chr1	3869127	3869627	0.95392	0.37365	2.01069	0.22357	typical (middle 50%)
chr1	3869782	3870282	1.38946	0.4727	8.96316	0.83722	other
chr1	3880383	3882080	2.06471	0.07268	1.29225	-0.64363	other
chr1	3899534	3901102	44.99816	5.31883	46.78862	0.31253	other
chr1	3901158	3901658	3.61888	1.9367	17.09506	1.23995	over-predicted 1%
chr1	3906056	3906556	0.5174	0.04928	1.80864	0.16378	typical (middle 50%)
chr1	3906915	3907672	0.7951	0.10363	3.39759	0.32544	other
chr1	3907753	3908253	0.47843	0.09632	1.03195	0.03207	typical (middle 50%)
chr1	3910716	3911827	0.55735	0.1078	4.86803	0.65092	other
chr1	3913340	3913840	0.19976	0.07295	1.06055	0.22809	other
chr1	3914240	3914986	0.27868	0.07215	1.24289	0.21645	typical (middle 50%)
chr1	3921734	3923014	0.39755	0.15936	3.62143	0.65595	other
chr1	3927439	3929152	0.4375	0.08516	1.40594	0.15512	typical (middle 50%)
chr1	3930653	3931153	0.11985	0.08754	0.63341	0.16585	typical (middle 50%)
chr1	3931239	3932145	0.0	0.06167	0.87297	0.3402	other
chr1	3939369	3939869	0.19976	0.04115	0.94828	0.16311	typical (middle 50%)
chr1	3940361	3940861	0.35858	0.04937	0.3427	-0.18517	other
chr1	3942380	3945131	0.63824	0.08397	2.70538	0.29224	other
chr1	3957217	3958914	0.67819	0.07622	1.10927	-0.08991	typical (middle 50%)
chr1	3963240	3963899	0.39853	0.07992	0.61028	-0.07229	typical (middle 50%)
chr1	3975783	3976624	1.75	0.55896	3.35072	0.23764	other
chr1	3976750	3977519	2.98947	0.37963	2.07078	-0.47359	other
chr1	3982068	3982774	0.35662	0.04535	0.76313	-0.01792	typical (middle 50%)
chr1	3986579	3988306	0.27966	0.07168	1.3755	0.251	other
chr1	3994586	3996082	0.23971	0.0651	1.04231	0.18245	typical (middle 50%)
chr1	4000203	4001414	0.27966	0.04991	1.04018	0.13572	typical (middle 50%)
chr1	4005029	4005935	0.11985	0.06004	0.75944	0.18652	typical (middle 50%)
chr1	4006055	4007461	0.75613	0.17284	1.85378	0.13892	typical (middle 50%)
chr1	4007764	4008469	0.91397	0.15823	0.69342	-0.28469	other
chr1	4017440	4018283	0.1598	0.10239	0.80009	0.20487	typical (middle 50%)
chr1	4018440	4020945	0.67819	0.08916	2.76308	0.28255	other
chr1	4021056	4022323	0.31863	0.06788	1.03985	0.12259	typical (middle 50%)
chr1	4047989	4049057	0.1598	0.04068	0.65583	0.09524	typical (middle 50%)
chr1	4054772	4055811	0.4375	0.0749	0.81697	-0.02922	typical (middle 50%)
chr1	4060713	4062893	0.1598	0.05863	2.42755	0.56542	other
chr1	4088515	4089766	0.03995	0.07409	0.83202	0.29889	other
chr1	4108230	4109243	0.19976	0.04777	0.69702	0.08347	typical (middle 50%)
chr1	4109445	4109945	0.19976	0.03977	0.36673	-0.05899	typical (middle 50%)
chr1	4126795	4128525	0.19976	0.10549	2.14595	0.52148	other
chr1	4132328	4133446	0.1598	0.03454	0.62769	0.07865	typical (middle 50%)
chr1	4149884	4150691	0.1598	0.08446	0.86357	0.21005	typical (middle 50%)
chr1	4156203	4157016	0.1598	0.04745	0.59841	0.07975	typical (middle 50%)
chr1	4161124	4162074	0.07892	0.03232	0.73031	0.18686	typical (middle 50%)
chr1	4170593	4172034	0.35956	0.07619	1.07254	0.10968	typical (middle 50%)
chr1	4173089	4173589	0.15882	0.05859	0.67218	0.11927	typical (middle 50%)
chr1	4177373	4177873	0.31961	0.07362	0.51884	-0.05645	typical (middle 50%)
chr1	4227985	4228771	0.11985	0.06295	1.55463	0.42149	other
chr1	4328076	4328870	0.0799	0.0511	0.68866	0.18881	typical (middle 50%)
chr1	4411800	4412300	0.15882	0.05648	0.26722	-0.05541	typical (middle 50%)
chr1	4425524	4426584	0.3576	0.04132	2.45559	0.39654	other
chr1	4481939	4482679	0.0	0.06365	0.60308	0.24517	other
chr1	4585153	4585864	0.03995	0.03086	1.3539	0.4139	other
chr1	4599120	4600840	0.11985	0.04851	1.00946	0.25834	other
chr1	4636115	4637437	0.47941	0.05545	0.84626	-0.06627	typical (middle 50%)
chr1	4652482	4653229	0.19976	0.04654	2.34351	0.5046	other
chr1	4654794	4655294	0.0	0.00016	0.06538	-0.07083	typical (middle 50%)
chr1	4656201	4656701	0.0	0.02168	0.59826	0.20303	typical (middle 50%)
chr1	4689228	4690729	0.3576	0.0309	0.8744	0.00555	typical (middle 50%)
chr1	4691548	4692478	0.27966	0.02904	0.69199	-0.00089	typical (middle 50%)
chr1	4710952	4712465	0.0799	0.01725	0.94274	0.24337	other
chr1	4726141	4727688	0.35956	0.03782	1.24303	0.1226	typical (middle 50%)
chr1	4733988	4735433	0.35858	0.04825	0.78802	-0.00787	typical (middle 50%)
chr1	4745247	4746181	0.1598	0.07099	0.81363	0.18064	typical (middle 50%)
chr1	4777679	4779313	0.27966	0.07959	1.60738	0.31636	other
chr1	5304594	5305946	0.79804	0.09972	1.11628	-0.13523	typical (middle 50%)
chr1	5481823	5482727	0.11985	0.04281	1.56573	0.40507	other
chr1	5509010	5510309	0.43652	0.04917	2.10248	0.28041	other
chr1	5514035	5514987	0.27868	0.0402	1.40157	0.22876	other
chr1	5598100	5599859	0.23971	0.0758	1.44556	0.30466	other
chr1	5620115	5621724	0.27868	0.05984	1.70649	0.3219	other
chr1	5643292	5644884	0.47745	0.05011	0.95295	-0.03502	typical (middle 50%)
chr1	5650220	5651272	0.19976	0.04065	0.7348	0.09036	typical (middle 50%)
chr1	5658216	5660109	0.19976	0.05176	1.13012	0.22883	other
chr1	5660212	5661128	0.39755	0.09579	0.76244	-0.00077	typical (middle 50%)
chr1	5688142	5689193	0.43652	0.17641	1.25	0.19481	typical (middle 50%)
chr1	5704154	5705941	0.23971	0.04826	1.15124	0.19888	typical (middle 50%)
chr1	5718656	5719621	0.0799	0.03842	0.67926	0.1732	typical (middle 50%)
chr1	5729215	5729715	0.31863	0.05595	0.30863	-0.16507	typical (middle 50%)
chr1	5729735	5731465	0.23971	0.06128	1.17454	0.21793	typical (middle 50%)
chr1	5745492	5746668	0.31765	0.13125	4.33228	0.77938	other
chr1	5748130	5748935	0.1598	0.0753	1.17789	0.29864	other
chr1	5752025	5752776	0.19976	0.13106	1.33362	0.35833	other
chr1	5756621	5757656	0.27966	0.06937	0.72518	0.04965	typical (middle 50%)
chr1	5757821	5758920	0.07892	0.0806	0.96186	0.31079	other
chr1	5767915	5769483	0.43946	0.05927	0.99682	0.01354	typical (middle 50%)
chr1	5774127	5775258	0.03995	0.05931	0.66541	0.22566	typical (middle 50%)
chr1	5780258	5781429	0.31765	0.05903	0.73532	0.01432	typical (middle 50%)
chr1	5797921	5798968	0.1598	0.04746	0.74594	0.13474	typical (middle 50%)
chr1	5813806	5815764	0.4375	0.05492	1.35527	0.11361	typical (middle 50%)
chr1	5819308	5821084	0.47843	0.05732	0.95195	-0.02917	typical (middle 50%)
chr1	5821483	5822841	0.55637	0.05064	0.93844	-0.09121	typical (middle 50%)
chr1	5827750	5828838	0.63726	0.11491	1.60147	0.10071	typical (middle 50%)
chr1	5830688	5831188	0.23775	0.05286	2.31559	0.47423	other
chr1	5834784	5835647	0.27966	0.08026	1.5419	0.30115	other
chr1	5840253	5841001	0.23971	0.0509	0.8153	0.09566	typical (middle 50%)
chr1	5841618	5842380	0.0799	0.06453	0.97918	0.30037	other
chr1	5846587	5847960	0.19976	0.12398	2.85322	0.66436	other
chr1	5855553	5856236	0.19976	0.066	0.62935	0.07538	typical (middle 50%)
chr1	5856387	5856887	0.47843	0.14028	0.84479	0.01121	typical (middle 50%)
chr1	5877100	5879418	0.7951	0.06012	1.74747	-0.00772	typical (middle 50%)
chr1	5885450	5886364	1.75392	0.76799	4.97759	0.55986	other
chr1	5886410	5887107	0.55637	0.23712	0.97927	0.08516	typical (middle 50%)
chr1	5888535	5889035	0.3576	0.09234	0.87483	0.06358	typical (middle 50%)
chr1	5891704	5893534	3.7027	0.20524	2.51081	-0.68982	other
chr1	5901680	5902378	0.23873	0.05622	0.59854	0.02231	typical (middle 50%)
chr1	5915940	5916440	0.75711	0.15468	1.72085	0.09306	typical (middle 50%)
chr1	5916923	5917423	5.01815	1.1574	1.20182	-0.64478	other
chr1	5917606	5918401	14.99097	1.29794	11.44812	-0.48015	other
chr1	5933965	5935125	0.27966	0.04107	0.72348	0.02221	typical (middle 50%)
chr1	5949328	5950153	0.83309	0.21668	1.84567	0.13096	typical (middle 50%)
chr1	5961649	5962149	0.35564	0.06992	0.70346	-0.01541	typical (middle 50%)
chr1	5974886	5975604	0.31765	0.04183	0.83395	0.03237	typical (middle 50%)
chr1	5979782	5980282	0.3576	0.14673	0.48763	-0.03189	typical (middle 50%)
chr1	5980382	5980882	0.71422	0.36495	3.18132	0.55264	other
chr1	5981105	5981605	0.79412	0.15074	0.49916	-0.30239	other
