chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual5p_residual
chr21	36747565	0.6931472	3.232768	-2.5396209	accessible_not_acetylated	-0.55948925	-1.6254067	-1.0721867
chr18	58671345	2.1972246	4.7343163	-2.5370917	accessible_not_acetylated	-0.8941946	-1.7385929	-0.87641716
chr22	21417697	3.0910425	5.6271825	-2.53614	accessible_not_acetylated	-2.719703	-0.9927449	-0.9758434
chr12	56146397	2.3978953	4.929462	-2.5315666	accessible_not_acetylated	-2.1361287	-0.50435925	-0.29967785
chr10	84156163	1.9459102	4.4743924	-2.5284822	accessible_not_acetylated	-2.650498	0.031328678	0.0368948
chr18	59265678	0.0	2.526616	-2.526616	accessible_not_acetylated	1.5389466	-0.528865	-0.28801107
chr12	25958784	1.0986123	3.6245933	-2.525981	accessible_not_acetylated	-1.3486667	-1.5695534	-0.8456569
chr20	56630243	0.0	2.5259738	-2.5259738	accessible_not_acetylated	0.6109047	-1.085975	-0.6551094
chr7	124765794	1.9459102	4.469444	-2.5235336	accessible_not_acetylated	-0.81492925	-0.62076664	-0.6771159
chr8	37479466	0.0	2.5221858	-2.5221858	accessible_not_acetylated	0.21774173	-0.6997788	-0.31127286
chr10	84156988	2.4849067	5.0057187	-2.520812	accessible_not_acetylated	-2.9344325	0.26825285	0.28238058
chr7	65562731	0.0	2.5197499	-2.5197499	accessible_not_acetylated	-0.49431252	0.14782882	0.004708767
chr8	144467861	2.0794415	4.5941854	-2.5147438	accessible_not_acetylated	-2.4394014	-1.437316	-1.3361719
chr12	114684517	2.5649493	5.078763	-2.5138137	accessible_not_acetylated	-2.3149252	-0.98006535	-0.7116399
chr22	45978755	0.6931472	3.2037354	-2.5105882	accessible_not_acetylated	-0.6174674	-1.271338	-1.116457
chr7	152823547	0.0	2.5099301	-2.5099301	accessible_not_acetylated	-0.22297335	-0.0020170212	0.28120232
chr22	26756824	0.0	2.508627	-2.508627	accessible_not_acetylated	-0.086251974	-1.2830971	-0.54693913
chr7	88759448	2.3025851	4.8109336	-2.5083485	accessible_not_acetylated	-2.5567348	-1.1934962	-1.0339625
chr21	44534359	0.6931472	3.2014542	-2.508307	accessible_not_acetylated	-0.7841611	-2.1234837	-0.37788296
chr20	62813762	0.0	2.508103	-2.508103	accessible_not_acetylated	-0.8278147	-0.71146345	-1.0921485
chr18	37394156	1.3862944	3.8924677	-2.5061734	accessible_not_acetylated	-1.0729804	-1.6010995	-0.86105776
chr20	57118392	0.0	2.5046425	-2.5046425	accessible_not_acetylated	-0.57944953	-1.2237837	-1.5730777
chr6	149864214	3.218876	5.722494	-2.5036182	accessible_not_acetylated	-1.909931	-1.4843631	-1.4550972
chr12	46357721	2.7080503	5.2102814	-2.5022311	accessible_not_acetylated	-2.3428204	0.23765945	0.20840454
chr6	11537509	2.5649493	5.065844	-2.5008948	accessible_not_acetylated	-1.1424654	-0.96606874	-1.0624328
chr17	42180305	1.3862944	3.8857322	-2.4994378	accessible_not_acetylated	-0.22159576	-0.6156149	-0.48024797
chr8	144332722	2.5649493	5.06425	-2.4993007	accessible_not_acetylated	-0.8395505	-1.7693079	-0.7567892
chr21	43427132	0.0	2.4955812	-2.4955812	accessible_not_acetylated	0.67716765	0.073857546	-1.0592314
chr7	75156829	2.6390574	5.134456	-2.4953988	accessible_not_acetylated	-1.3520007	-0.15605593	-1.2372024
chr8	19757596	1.7917595	4.2864685	-2.494709	accessible_not_acetylated	-1.4750412	-1.5740454	-0.8204317
chr7	56175229	0.0	2.4937549	-2.4937549	accessible_not_acetylated	2.2196841	-1.162752	-0.6222807
chr10	132186860	0.0	2.4934435	-2.4934435	accessible_not_acetylated	0.3340013	-1.7383211	-1.2442527
chr10	25934072	0.0	2.4899232	-2.4899232	accessible_not_acetylated	1.1078701	-1.1703391	-0.88578534
chr17	49058621	0.0	2.4874043	-2.4874043	accessible_not_acetylated	-0.34006476	-0.21650839	-0.08606529
chr12	51848085	0.0	2.4850361	-2.4850361	accessible_not_acetylated	-0.09279847	-1.4065952	-1.1862977
chr17	61463832	0.0	2.4838815	-2.4838815	accessible_not_acetylated	0.35111094	-0.7127001	-0.83112574
chr17	44775760	2.8332133	5.316531	-2.4833179	accessible_not_acetylated	-2.8145802	-1.2587519	-1.4208784
chr17	38257303	2.4849067	4.967509	-2.4826021	accessible_not_acetylated	-1.4886832	-0.47069502	-0.71974707
chr17	79097615	0.0	2.4760687	-2.4760687	accessible_not_acetylated	0.97031	-0.9624326	-0.7700474
chr22	50485405	1.0986123	3.5743084	-2.475696	accessible_not_acetylated	-1.1988084	-0.17099953	-0.38160086
chr6	147508643	2.0794415	4.5549436	-2.475502	accessible_not_acetylated	-1.6563694	-1.9806061	-0.9112282
chr20	3670808	0.0	2.4746695	-2.4746695	accessible_not_acetylated	-0.66731465	-0.97909844	-0.63109064
chr8	130443522	1.0986123	3.569254	-2.4706416	accessible_not_acetylated	-0.68564415	-1.6087723	-0.83401656
chr20	64328036	2.5649493	5.0350146	-2.4700654	accessible_not_acetylated	-2.9585845	-1.0433218	-1.1293547
chr20	21100374	1.9459102	4.412293	-2.4663827	accessible_not_acetylated	-0.44136834	-0.7878494	-0.46210623
chr6	43619318	2.6390574	5.1050563	-2.465999	accessible_not_acetylated	-2.5380652	-1.0159779	-0.18060303
chr6	18277356	0.0	2.4647596	-2.4647596	accessible_not_acetylated	0.5913665	-1.2559617	-0.82549345
chr8	81112083	1.0986123	3.563218	-2.4646058	accessible_not_acetylated	-0.9044957	-1.5297995	-0.90337706
chr21	41746097	0.0	2.4606268	-2.4606268	accessible_not_acetylated	0.08393836	-0.577307	-0.41151643
chr7	94658264	1.0986123	3.556637	-2.4580247	accessible_not_acetylated	-1.0764067	0.029774427	-1.7607268
chr8	100917349	1.609438	4.0667057	-2.4572678	accessible_not_acetylated	-1.2306685	-0.06959438	-0.06640291
chr17	70168847	1.7917595	4.2466955	-2.454936	accessible_not_acetylated	-0.5854163	-1.343718	-0.65844846
chr10	71212534	2.1972246	4.651685	-2.4544606	accessible_not_acetylated	-1.8306937	-1.2147589	-0.71916866
chr7	74967115	2.6390574	5.0930586	-2.4540012	accessible_not_acetylated	-1.7450235	0.4101696	0.2736106
chr10	58319805	0.0	2.4523456	-2.4523456	accessible_not_acetylated	-0.14025664	-0.15775609	-0.067278385
chr7	70790977	0.0	2.4521637	-2.4521637	accessible_not_acetylated	0.61646295	-0.9507952	-0.19434333
chr8	59118854	0.6931472	3.1415966	-2.4484494	accessible_not_acetylated	0.41179347	-1.3591366	-0.7561643
chr10	132464012	0.0	2.4418125	-2.4418125	accessible_not_acetylated	-0.71443963	-0.88921785	-0.7132859
chr7	143563413	0.6931472	3.1331465	-2.4399993	accessible_not_acetylated	-1.259441	-0.32937694	-0.09737182
chr6	170612604	2.944439	5.383985	-2.439546	accessible_not_acetylated	-1.7512403	-0.42984295	-0.17622519
chr22	20299093	2.944439	5.382019	-2.43758	accessible_not_acetylated	-2.2778153	-0.8367734	-1.4293294
chr22	44192637	1.0986123	3.5359528	-2.4373405	accessible_not_acetylated	-1.2231567	-0.9085772	-0.87378097
chr7	97075947	0.0	2.4365344	-2.4365344	accessible_not_acetylated	0.6003902	0.044642925	0.36200786
chr7	141702087	1.3862944	3.820789	-2.4344947	accessible_not_acetylated	-1.5097301	-0.9539926	-0.85719323
chr8	11446963	0.0	2.4307966	-2.4307966	accessible_not_acetylated	-0.13299513	-0.41879582	-0.5238801
chr6	138001952	0.0	2.4304667	-2.4304667	accessible_not_acetylated	-0.23846841	-0.49976444	-0.4456073
chr22	47193291	0.0	2.4291697	-2.4291697	accessible_not_acetylated	0.3585508	-0.7989423	-0.8523629
chr8	66920794	2.7725887	5.2015424	-2.4289536	accessible_not_acetylated	-3.0641434	-1.1959672	-0.2219863
chr12	32399595	2.4849067	4.9125605	-2.4276538	accessible_not_acetylated	-2.6503217	-1.2743073	-1.1670866
chr8	72537168	0.0	2.4194024	-2.4194024	accessible_not_acetylated	0.083726406	-2.0464725	-1.2809725
chr17	75743050	0.0	2.417064	-2.417064	accessible_not_acetylated	-0.6761699	-0.7015083	-0.5934061
chr22	43245287	0.0	2.41586	-2.41586	accessible_not_acetylated	-0.521507	-0.9546145	-0.6311393
chr20	37943995	0.0	2.4148335	-2.4148335	accessible_not_acetylated	0.97475433	-0.84373593	-1.0604975
chr18	12737425	0.0	2.4140065	-2.4140065	accessible_not_acetylated	0.49886227	-0.47002792	-0.100580215
chr7	5443852	0.0	2.4105756	-2.4105756	accessible_not_acetylated	1.3222585	-0.5988945	0.09843469
chr7	157425554	1.3862944	3.7953858	-2.4090915	accessible_not_acetylated	-1.9190135	-1.516221	-0.7409806
chr18	63439450	0.0	2.4079373	-2.4079373	accessible_not_acetylated	-0.28507638	-0.37132716	-0.10368991
chr6	44298352	1.609438	4.0156794	-2.4062414	accessible_not_acetylated	-0.8295405	-0.29468966	-0.29185653
chr7	102551231	0.0	2.396555	-2.396555	accessible_not_acetylated	0.39396858	-0.16162062	0.49371552
chr12	53232125	1.3862944	3.7822318	-2.3959374	accessible_not_acetylated	-1.2663605	-0.83840704	-0.71771073
chr22	21512007	2.4849067	4.8766594	-2.3917527	accessible_not_acetylated	-2.2787995	0.30583286	-0.13957071
chr7	2526212	1.0986123	3.4897401	-2.3911278	accessible_not_acetylated	-1.4769256	-1.4735048	-1.0731909
chr7	98520659	0.6931472	3.0833938	-2.3902466	accessible_not_acetylated	-0.85277677	-1.4123574	-1.4591761
chr17	67377943	2.7080503	5.09785	-2.3897996	accessible_not_acetylated	-2.1086035	-1.0891018	-1.138557
chr7	32732311	2.1972246	4.586131	-2.3889065	accessible_not_acetylated	-1.8125119	0.45342827	0.006984234
chr12	44876966	1.0986123	3.4865646	-2.3879523	accessible_not_acetylated	-1.6366428	-1.3041492	-0.6851263
chr6	152953331	0.0	2.3862448	-2.3862448	accessible_not_acetylated	0.042034388	-0.0024957657	-0.15162468
chr12	132176455	0.0	2.385716	-2.385716	accessible_not_acetylated	-0.39675915	-0.8994143	-1.3205768
chr12	49553703	0.6931472	3.0748496	-2.3817024	accessible_not_acetylated	-0.7226231	-0.55758524	-0.094590664
chr12	120093701	1.0986123	3.479299	-2.3806868	accessible_not_acetylated	-1.8019209	-1.0940728	-1.066638
chr8	74321474	0.6931472	3.073676	-2.380529	accessible_not_acetylated	-0.31179214	-1.3765903	-0.7089915
chr12	38138887	0.0	2.3780866	-2.3780866	accessible_not_acetylated	1.7840409	-0.77165294	-0.20012712
chr7	122886244	1.3862944	3.7639098	-2.3776155	accessible_not_acetylated	-1.9518589	-0.97123957	-1.2838626
chr10	46579015	0.0	2.3774297	-2.3774297	accessible_not_acetylated	-0.22514796	-1.7005987	-1.5523438
chr21	17512636	1.3862944	3.7633379	-2.3770435	accessible_not_acetylated	0.6579149	-0.28563905	-0.74093795
chr12	122137651	1.3862944	3.7631073	-2.376813	accessible_not_acetylated	-1.941261	-0.9757705	-0.8575704
chr12	57243341	2.7725887	5.1480556	-2.3754668	accessible_not_acetylated	-1.4154131	-0.18432236	-1.0847621
chr8	138914562	0.0	2.3744469	-2.3744469	accessible_not_acetylated	0.7421913	-0.7744603	-0.6734412
chr12	62269152	3.465736	5.8394213	-2.3736854	accessible_not_acetylated	-3.761863	-0.4988942	0.0710783
chr8	37694570	1.9459102	4.318757	-2.3728468	accessible_not_acetylated	-1.9320529	-0.63106084	-0.38323355
chr8	123541707	2.0794415	4.452153	-2.3727117	accessible_not_acetylated	-1.3808477	-1.0287926	-0.954757
chr8	37840435	0.6931472	3.0656788	-2.3725317	accessible_not_acetylated	-0.776361	-0.4714713	-0.5003483
chr17	19188100	1.3862944	3.7582831	-2.3719888	accessible_not_acetylated	0.85351515	-0.11445665	0.1180501
chr12	63843903	2.3978953	4.7680197	-2.3701243	accessible_not_acetylated	-2.623404	-1.4586124	-0.7461772
chr8	41654280	2.1972246	4.567	-2.3697753	accessible_not_acetylated	-2.0234294	-0.46319485	-1.1689215
chr22	20146059	0.6931472	3.0622182	-2.369071	accessible_not_acetylated	-0.8944907	-0.89665675	-0.6160617
chr17	70169498	1.3862944	3.7543426	-2.3680482	accessible_not_acetylated	0.35820675	-1.045187	-0.9180627
chr12	57235367	2.3978953	4.7655764	-2.367681	accessible_not_acetylated	-1.8535042	0.09994221	-0.6614909
chr10	88880418	0.6931472	3.0603614	-2.3672142	accessible_not_acetylated	-0.3755803	-1.7930522	-0.7977905
chr17	67378842	2.6390574	5.0042334	-2.365176	accessible_not_acetylated	-1.7479002	-1.2925363	-0.4784069
chr7	954689	0.0	2.364539	-2.364539	accessible_not_acetylated	-1.280446	-1.2459408	-1.1357746
chr22	50271836	1.3862944	3.7506208	-2.3643265	accessible_not_acetylated	-0.6629822	-2.1129177	-0.98163223
chr12	13001501	0.6931472	3.0569701	-2.363823	accessible_not_acetylated	-0.44240308	-0.95419025	-0.58871174
chr21	5123911	0.0	2.363275	-2.363275	accessible_not_acetylated	0.04413104	-0.22014785	-0.63759494
chr20	62218546	0.0	2.3624659	-2.3624659	accessible_not_acetylated	-0.12580872	-0.68956447	-0.9975158
chr12	56079592	3.4339871	5.7943625	-2.3603754	accessible_not_acetylated	-3.0590088	-0.25356054	-0.5101156
chr12	62277367	2.944439	5.30244	-2.3580012	accessible_not_acetylated	-2.9643137	-0.65272284	-0.05295658
chr12	115952265	0.6931472	3.0491552	-2.356008	accessible_not_acetylated	-1.0362716	-0.322402	-0.15297174
chr7	144259628	0.0	2.3553052	-2.3553052	accessible_not_acetylated	-0.7225863	-0.3448074	-0.45983243
chr6	170295829	1.3862944	3.7393076	-2.3530133	accessible_not_acetylated	-0.010994911	-1.8453712	-1.2057469
chr12	13278363	0.0	2.3508906	-2.3508906	accessible_not_acetylated	0.18147159	-0.6504005	-0.5205672
chr17	2050491	2.0794415	4.429856	-2.3504143	accessible_not_acetylated	-0.43265867	-1.3749976	-0.5988796
chr6	69867472	1.7917595	4.1406837	-2.3489242	accessible_not_acetylated	-0.19098711	-0.9967382	-0.35517025
chr18	22169644	2.4849067	4.833644	-2.3487372	accessible_not_acetylated	-1.0778246	-1.3117862	-0.5317669
chr10	100828013	0.6931472	3.0416265	-2.3484793	accessible_not_acetylated	-0.21637726	-1.7723687	-0.8874407
chr22	20605020	2.1972246	4.545204	-2.3479795	accessible_not_acetylated	-2.215571	-0.7859111	-0.4449215
chr12	75342029	0.0	2.3479288	-2.3479288	accessible_not_acetylated	0.16058421	-0.30476618	-0.23349357
chr10	75400037	0.0	2.3475878	-2.3475878	accessible_not_acetylated	-0.04684639	-1.3754044	-1.1325016
chr10	62608323	0.0	2.3449812	-2.3449812	accessible_not_acetylated	-0.002183199	-0.16229105	0.5269823
chr6	34514775	1.0986123	3.4431026	-2.3444903	accessible_not_acetylated	-1.6156349	-1.4511285	-0.7919686
chr10	119207589	2.8903718	5.23451	-2.3441381	accessible_not_acetylated	-2.5583396	-2.4768796	-0.8063159
chr7	100483691	2.7080503	5.0521207	-2.3440704	accessible_not_acetylated	-3.02667	-1.6005859	-1.4899893
chr7	73361513	0.0	2.3436728	-2.3436728	accessible_not_acetylated	-0.19449711	-0.32123852	-0.18838906
chr12	121536673	2.5649493	4.907603	-2.3426535	accessible_not_acetylated	-2.057943	-1.1673312	-1.1550827
chr6	156762876	0.0	2.3415864	-2.3415864	accessible_not_acetylated	0.056062937	0.01669693	0.018589973
chr20	46011968	1.3862944	3.7248194	-2.338525	accessible_not_acetylated	-0.9026754	-0.50224996	-0.45727944
chr10	61466052	0.0	2.3384366	-2.3384366	accessible_not_acetylated	0.018249512	-0.29264736	-0.0049083233
chr8	97869299	0.6931472	3.0299513	-2.3368042	accessible_not_acetylated	-1.1699365	-1.704853	-1.5216713
chr12	57216767	1.7917595	4.125009	-2.3332496	accessible_not_acetylated	-2.1396136	-1.0473413	-0.87745523
chr17	63700163	1.3862944	3.716323	-2.3300285	accessible_not_acetylated	0.03815818	-1.8832215	-0.9652729
chr7	44068384	0.6931472	3.0219426	-2.3287954	accessible_not_acetylated	-0.532712	-0.050650597	-0.027094841
chr12	51918118	1.609438	3.932508	-2.32307	accessible_not_acetylated	-0.86185384	-0.527822	-0.09702492
chr8	143385330	2.1972246	4.5174603	-2.3202357	accessible_not_acetylated	-2.209962	-1.5618029	-1.3471045
chr10	46634878	1.609438	3.9286592	-2.3192213	accessible_not_acetylated	-1.614747	0.11059022	0.08966994
chr7	148976689	1.7917595	4.109514	-2.3177547	accessible_not_acetylated	-1.6648247	-0.6407666	-0.21483874
chr10	101095753	1.0986123	3.4157774	-2.3171651	accessible_not_acetylated	-0.67492557	-1.2045677	-0.28551888
chr12	6556083	0.0	2.3165283	-2.3165283	accessible_not_acetylated	0.33113074	-1.4619281	-0.8772495
chr6	68728351	0.0	2.3144097	-2.3144097	accessible_not_acetylated	-0.9526262	0.007999182	-0.115288734
chr21	41167912	1.0986123	3.4104502	-2.311838	accessible_not_acetylated	-0.27300692	-1.4369152	-1.0390203
chr8	141531001	0.0	2.3096335	-2.3096335	accessible_not_acetylated	-0.035278082	-0.7205596	-0.6674974
chr21	45509807	0.6931472	3.002499	-2.309352	accessible_not_acetylated	-1.8496754	-2.0073562	-1.6716915
chr12	62278215	2.6390574	4.9476233	-2.3085659	accessible_not_acetylated	-2.7485213	-0.56101036	-0.004518032
chr8	48555023	0.0	2.3084188	-2.3084188	accessible_not_acetylated	1.3939474	-0.26689434	0.17235279
chr22	46149647	0.6931472	2.9982026	-2.3050554	accessible_not_acetylated	-0.057629585	-1.1651578	-0.6435449
chr22	44738560	0.0	2.3039384	-2.3039384	accessible_not_acetylated	0.18762231	-0.32766902	-0.45931005
chr22	22900715	1.7917595	4.095294	-2.3035345	accessible_not_acetylated	-1.0903761	0.10149431	-0.3617797
chr6	45422079	1.609438	3.9110546	-2.3016167	accessible_not_acetylated	-1.743823	-1.7006757	-1.4355288
chr10	128212118	0.0	2.2986436	-2.2986436	accessible_not_acetylated	0.39588284	-0.44569898	-0.47060275
chr20	32018768	2.3025851	4.6001563	-2.2975712	accessible_not_acetylated	-1.4290669	-1.4129145	-0.97740483
chr10	75409639	2.0794415	4.3766117	-2.2971702	accessible_not_acetylated	-1.2809901	-1.0642798	-0.47502446
chr7	153406747	2.7080503	5.004534	-2.2964835	accessible_not_acetylated	-2.7933757	-0.31607056	0.0485754
chr20	63484009	0.0	2.2928834	-2.2928834	accessible_not_acetylated	-0.10798216	-1.2283933	-0.9756458
chr12	100200047	3.4339871	5.7253437	-2.2913566	accessible_not_acetylated	-2.2731497	-0.43978357	-0.65254116
chr8	100158234	1.3862944	3.6766353	-2.290341	accessible_not_acetylated	-1.349149	-1.5340648	-0.61438656
chr20	46029376	0.0	2.2898455	-2.2898455	accessible_not_acetylated	0.13712215	-1.4357808	-1.2540689
chr10	129467171	0.6931472	2.9829698	-2.2898226	accessible_not_acetylated	-0.31600213	-1.9235964	-0.75333357
chr12	131830570	2.7725887	5.057808	-2.2852192	accessible_not_acetylated	-3.4167018	-1.4799142	-1.5221577
chr12	125141200	0.0	2.2835689	-2.2835689	accessible_not_acetylated	-0.43052065	-0.12205362	-0.21839595
chr17	67377264	2.0794415	4.3627343	-2.2832928	accessible_not_acetylated	-1.6196375	-0.5466037	-0.7894902
chr12	46359221	2.3025851	4.5856743	-2.2830892	accessible_not_acetylated	-2.7182431	-0.029425144	0.10787773
chr7	21409423	0.0	2.2808945	-2.2808945	accessible_not_acetylated	0.99616885	-0.26303744	-0.17438698
chr6	4743266	0.0	2.2786736	-2.2786736	accessible_not_acetylated	0.36025834	-0.11456251	0.13507557
chr12	53961563	0.0	2.278019	-2.278019	accessible_not_acetylated	-0.4730388	-1.2113522	-0.76750994
chr22	20299618	2.944439	5.222451	-2.2780123	accessible_not_acetylated	-2.8908567	-1.1726751	-1.732327
chr7	102616728	1.609438	3.8840399	-2.274602	accessible_not_acetylated	-1.3771429	-0.572495	-0.6688478
chr7	90211709	0.6931472	2.9671023	-2.273955	accessible_not_acetylated	-0.18926167	-1.4112126	-1.1045297
chr7	156999905	2.944439	5.2169847	-2.2725458	accessible_not_acetylated	-1.0164313	-0.69754267	-0.8707433
chr20	36864884	1.7917595	4.0622067	-2.2704473	accessible_not_acetylated	-1.5110755	-0.58940315	-0.23048759
chr7	74866376	0.0	2.2694802	-2.2694802	accessible_not_acetylated	-0.07464075	0.32152843	-0.2578194
chr17	66585211	0.0	2.2683344	-2.2683344	accessible_not_acetylated	1.0587087	0.59817886	0.22159338
chr10	133201584	0.0	2.2681813	-2.2681813	accessible_not_acetylated	-0.093818665	-1.1643584	-1.0213891
chr21	44133609	1.9459102	4.213985	-2.2680748	accessible_not_acetylated	0.7313795	0.8780966	-0.08802557
chr8	38468755	0.6931472	2.9607177	-2.2675705	accessible_not_acetylated	1.2454419	-1.3594878	-0.72552276
chr21	45973146	1.3862944	3.6536982	-2.2674038	accessible_not_acetylated	-0.5240743	-1.2429113	-1.0171511
chr6	125748693	2.7080503	4.9753475	-2.2672973	accessible_not_acetylated	0.14246893	0.085718155	-0.17962503
chr7	155805381	1.7917595	4.056858	-2.2650986	accessible_not_acetylated	-1.3966894	-0.48674488	-1.0310221
chr22	50276394	0.0	2.2646165	-2.2646165	accessible_not_acetylated	-0.33890784	-1.2263161	-1.2517997
chr7	73606125	0.6931472	2.9574928	-2.2643456	accessible_not_acetylated	-0.5647807	-1.0863625	-0.35858917
chr22	18968331	2.5649493	4.8278723	-2.262923	accessible_not_acetylated	-2.3939152	-0.406559	-0.5674815
chr17	76586063	0.6931472	2.955872	-2.2627249	accessible_not_acetylated	-0.88381886	-2.0076122	-1.1796035
chr6	158537194	1.609438	3.8716886	-2.2622507	accessible_not_acetylated	0.2871697	-1.6914592	-1.0902488
chr21	43169007	0.0	2.2620773	-2.2620773	accessible_not_acetylated	0.14230919	-0.4193468	-0.20693326
chr6	128520660	0.6931472	2.9539123	-2.260765	accessible_not_acetylated	1.0567408	-1.8205669	-1.0096576
chr17	4498705	0.0	2.2600229	-2.2600229	accessible_not_acetylated	0.07088137	-1.1100985	-0.89723635
chr22	23402166	1.3862944	3.645804	-2.2595096	accessible_not_acetylated	-0.43975163	-0.8876648	-1.0047288
